ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
441,9,9,3,2612,6558,6558,3573,832,1780,777,462,728,645,292,230,51,0.17,1573,403,935,2765,1492,963,220,364,775,148,26,40,0,0,3,0,0,0,3,1.53846,0,2612,441,0
442,9,9,3,1124,3421,3422,1836,1087,37,220,252,293,359,246,184,57,0.22,458,169,551,943,1141,618,179,78,156,4,3,38,0,0,4,2240.5542,0,0,3,1.22281,0,1124,442,1
443,9,9,3,1388,4633,4638,2335,892,496,346,403,374,265,230,176,54,0.14,945,289,996,1529,1350,474,20,450,81,25,0,369,0,0,4,0,0,0,3,1.42005,0,1388,443,5
444,9,9,3,2133,5745,5755,3134,1506,627,397,460,650,626,378,258,107,0.22,1684,359,864,1900,1562,1070,211,233,1100,50,6,84,0,0,4,412.06778,0,0,3,1.36621,0,2133,444,10
445,9,9,3,3518,9172,9172,4778,961,2557,1018,758,872,870,349,278,60,0.14,868,672,1261,3728,2487,1024,237,153,404,10,14,50,0,0,4,0,0,0,3,1.47362,0,3518,445,0
446,9,9,3,3358,8482,8482,4694,994,2364,763,841,765,989,372,308,64,0.12,1677,583,1183,3661,2273,782,112,345,164,733,0,323,0,0,4,0,0,0,3,1.48246,0,3358,446,0
447,9,9,3,2005,4615,4615,2843,1053,952,249,328,722,706,286,206,39,0.19,448,271,593,1673,1366,712,97,76,197,35,0,43,0,0,4,0,0,0,3,1.29936,0,2005,447,0
448,9,9,3,3326,8172,8179,4294,570,2756,957,573,973,823,304,181,98,0.15,1863,581,912,4004,1635,1047,580,370,511,214,0,188,0,0,4,0,0,0,3,1.68744,0,3326,448,7
449,9,9,3,2889,6752,6755,3488,956,1933,749,494,823,823,360,281,76,0.19,1885,397,696,2775,1802,1085,752,256,570,258,3,46,0,0,4,0,0,0,3,1.44899,0,2889,449,3
450,9,9,3,1924,4179,4182,2173,919,1005,646,336,536,406,333,159,169,0.25,4055,206,406,1560,1104,906,609,1177,1864,264,0,141,0,0,3,0,0,0,3,1.64706,0,1924,450,3
451,9,9,3,2401,6304,6310,2833,1774,627,413,433,633,922,464,416,28,0.23,1125,338,1052,1631,2090,1199,347,228,495,41,5,9,0,0,4,0,0,0,3,1.25022,0,2401,451,6
452,9,9,3,1059,2756,2768,1374,1023,36,132,178,236,513,321,240,81,0.33,1142,132,347,565,905,819,6,135,913,44,28,16,0,0,4,2206.91479,0,0,3,1.19821,0,1059,452,12
453,9,9,3,2607,6925,6937,3612,1905,702,514,474,680,939,615,543,44,0.27,1758,399,1008,1899,2028,1603,460,486,571,179,3,59,0,0,4,0,0,0,3,1.2289,0,2607,453,12
454,9,9,3,1565,4340,4340,2013,1401,164,224,233,318,790,478,412,44,0.29,925,215,790,847,1398,1090,28,229,495,169,0,4,0,0,4,0,0,0,3,1.14792,0,1565,454,0
455,9,9,3,935,2615,2618,1209,921,14,139,151,141,504,304,274,26,0.29,1135,125,479,483,876,655,119,106,822,70,0,18,0,0,4,0,0,0,3,1.20967,0,935,455,3
456,9,9,3,3021,8146,8175,4109,1168,1853,802,567,843,809,320,263,48,0.15,649,548,1575,2841,2236,975,55,303,195,55,7,34,0,0,4,0,0,0,3,1.43836,0,3021,456,29
457,9,9,3,1836,5300,5302,2496,1506,330,296,335,385,820,382,314,53,0.21,359,331,917,1437,1707,910,22,62,264,1,0,10,0,0,4,0,0,0,3,1.18748,0,1836,457,2
458,9,9,3,1510,4363,4363,2028,1002,508,274,342,351,543,248,220,19,0.19,192,309,755,1430,1202,667,16,38,91,24,4,19,0,0,4,0,0,0,3,1.24537,0,1510,458,0
459,9,9,3,2904,7984,7998,4178,2095,809,596,354,789,1165,640,510,125,0.21,1466,518,1177,2525,2388,1390,430,217,621,108,0,90,0,0,4,0,0,0,3,1.2128,0,2904,459,14
460,10,10,3,1296,3421,3423,1526,659,637,151,226,426,493,667,147,438,0.18,6308,264,498,1278,877,506,498,1795,368,979,0,2668,0,0,3,0,0,0,3,1.46078,0,1296,460,2
461,10,10,3,1740,4705,4731,2503,1481,259,303,357,527,553,370,312,47,0.25,446,237,792,1237,1443,1022,44,147,219,12,21,3,0,0,4,0,0,0,3,1.17703,0,1740,461,26
462,10,10,3,1704,4851,4885,2356,1331,373,355,280,514,555,378,259,109,0.21,1451,287,871,1419,1464,844,672,348,295,103,0,33,0,0,4,0,0,0,3,1.29462,0,1704,462,34
463,10,10,3,1603,3974,3974,2164,997,606,307,326,486,484,280,227,48,0.24,431,161,535,1153,1307,818,160,151,75,32,0,13,0,0,4,0,0,0,3,1.21284,0,1603,463,0
464,10,10,3,1886,4716,4734,2499,1223,663,443,265,580,598,325,285,9,0.21,619,283,615,1600,1417,819,40,208,186,134,0,51,0,0,4,0,0,0,3,1.26429,0,1886,464,18
465,10,10,3,3165,7228,7235,3850,1533,1632,1051,651,696,767,535,406,105,0.29,2690,378,936,2290,1763,1868,765,703,702,352,0,168,0,0,4,0,0,0,3,1.36652,0,3165,465,7
466,10,10,3,1526,3775,3783,2134,1269,257,435,322,379,390,415,289,115,0.24,4719,238,539,1160,1081,765,2735,810,811,231,0,132,0,0,4,0,0,0,3,1.55963,0,1526,466,8
467,10,10,3,2026,4618,4637,2229,892,1134,807,398,428,393,328,176,96,0.18,4747,340,754,1681,1139,723,531,2046,677,858,48,587,0,0,3,0,0,0,3,1.93934,0,2026,467,19
468,10,10,3,2301,5779,5819,3032,895,1406,631,726,473,471,352,258,83,0.18,1788,371,932,2168,1458,890,227,413,1030,75,0,43,0,0,3,0,0,0,3,1.41552,0,2301,468,40
469,10,10,3,2620,8009,8008,3898,640,1980,860,801,689,270,211,178,33,0.13,1504,634,1604,3222,1693,855,240,721,369,123,0,51,0,0,3,0,0,0,3,1.8551,0,2620,469,-1
470,10,10,3,2579,6618,6618,3440,1736,843,524,594,710,751,506,467,33,0.21,1706,408,1167,2041,1791,1211,161,870,523,110,0,42,0,0,4,0,0,0,3,1.27116,0,2579,470,0
471,10,10,3,2832,6327,6337,3589,765,2067,900,752,728,452,367,252,62,0.21,3623,341,798,2427,1612,1159,1115,467,1851,111,2,77,0,0,4,0,0,0,3,1.73927,0,2832,471,10
472,10,10,3,2163,5148,5147,2959,646,1517,636,535,589,403,272,188,82,0.11,2394,375,883,2238,1256,395,187,1031,874,167,0,135,0,0,4,254.68797,0,0,3,1.60538,0,2163,472,-1
473,10,10,3,2540,7317,7325,3434,783,1757,939,676,607,318,272,204,57,0.14,796,552,1596,2732,1602,843,16,145,496,43,0,96,0,0,4,0,0,0,3,1.51025,0,2540,473,8
474,10,10,3,1537,3964,3973,2309,853,684,354,430,341,412,252,218,34,0.14,267,269,785,1356,1140,423,19,50,163,18,0,17,0,0,4,0,0,0,3,1.21362,0,1537,474,9
475,10,10,3,1939,5002,5002,2521,1034,905,546,442,576,375,388,247,125,0.19,2475,301,992,1555,1384,770,1387,191,723,102,3,69,0,0,4,0,0,0,3,1.41391,0,1939,475,0
476,10,10,3,2695,7248,7251,3493,1814,881,593,582,559,961,616,449,146,0.29,2787,408,1185,1844,1957,1857,644,617,1013,366,3,144,0,0,4,0,0,0,3,1.30775,0,2695,476,3
477,10,10,3,2145,6169,6179,3070,1679,466,516,449,559,621,463,362,75,0.2,704,374,1206,1779,1775,1045,45,185,440,31,0,3,0,0,3,1751.60046,0,0,3,1.20937,0,2145,477,10
478,10,10,3,2546,6457,6457,3405,450,2096,603,596,809,538,266,168,28,0.1,2884,470,1080,3000,1396,511,1366,562,543,272,0,141,0,0,3,0,0,0,3,2.09476,0,2546,478,0
479,10,10,3,3130,9090,9121,4582,1942,1188,585,565,818,1162,542,438,101,0.13,1829,566,1985,3061,2593,916,271,526,553,294,0,185,0,0,4,1716.75513,0,0,3,1.33366,0,3130,479,31
480,10,10,3,1102,3396,3395,1587,1101,1,167,131,191,613,319,246,62,0.21,356,152,781,682,1196,584,9,77,214,49,0,7,0,0,4,0,0,0,3,1.13631,0,1102,480,-1
481,10,10,3,1629,4869,4869,2310,1622,7,206,273,414,736,372,305,57,0.2,823,207,1107,975,1794,786,107,244,311,83,0,78,0,0,4,1999.08252,0,0,3,1.22597,0,1629,481,0
482,10,10,3,1434,4493,4500,2073,1424,10,249,264,268,653,342,315,5,0.22,247,229,1022,1013,1411,825,0,116,72,53,0,6,0,0,4,0,0,0,3,1.17202,0,1434,482,7
483,10,10,3,2122,5834,5834,2848,1088,1034,568,365,524,665,354,169,115,0.17,1217,258,1291,1683,1807,795,167,299,619,50,0,82,0,0,4,0,0,0,3,1.43411,0,2122,483,0
484,10,10,3,2916,7794,7808,3130,1879,1037,645,354,717,1200,550,397,143,0.22,4040,490,1470,2185,2223,1440,432,1151,768,1372,16,301,0,0,3,0,0,0,3,1.46686,0,2916,484,14
485,10,10,3,2385,7027,7034,2931,1698,687,521,333,462,1069,650,308,282,0.2,7116,465,1364,2033,2029,1143,847,1532,1614,626,3,2494,0,0,3,0,0,0,3,1.61989,0,2385,485,7
486,10,10,3,2017,6091,6091,2596,856,1161,367,335,491,824,462,307,107,0.13,2681,322,1513,1913,1757,586,537,662,499,584,0,399,0,0,3,0,0,0,3,1.42804,0,2017,486,0
487,10,10,3,2062,5519,5528,2341,937,1125,464,378,572,648,524,294,73,0.18,1006,299,1064,1718,1671,776,190,128,497,164,1,26,0,0,3,2328.25415,0,0,2,1.27373,0,2062,487,9
488,10,10,3,2778,7590,7604,3415,2241,537,349,353,658,1418,1642,712,23,0.23,1151,305,1459,1658,2723,1459,24,208,346,429,66,78,0,0,4,0,0,0,1,1.14229,0,2778,488,14
489,10,10,3,2082,6222,6222,2971,2078,4,214,190,306,1372,1944,778,60,0.18,840,248,1499,1131,2500,844,6,159,477,172,6,20,0,0,4,2556.50903,0,0,1,1.06794,0,2082,489,0
490,10,10,3,1398,4148,4148,1910,1251,147,207,117,263,811,651,400,210,0.19,5034,175,915,913,1512,633,622,697,2367,1055,0,293,0,0,4,0,6781.96338,16044.61523,2,1.36844,0,1398,490,0
491,10,10,3,1043,3269,3269,1253,830,213,191,234,225,393,244,211,13,0.19,443,147,834,756,1042,490,81,105,114,119,2,22,0,0,4,0,0,0,2,1.23291,0,1043,491,0
492,10,10,3,1784,5595,5595,2515,1533,251,252,256,440,836,419,372,5,0.17,829,256,1409,1366,1826,738,190,235,308,66,0,30,0,0,4,0,0,0,2,1.24665,0,1784,492,0
493,10,10,3,1923,5666,5672,2483,1908,15,261,157,275,1230,808,634,77,0.25,1622,229,1170,1000,2117,1156,77,643,382,392,0,128,0,0,4,1770.81653,0,0,3,1.13233,0,1923,493,6
494,10,10,3,1998,5858,5859,2412,1920,78,262,217,262,1257,905,817,88,0.26,1883,234,1328,935,2105,1257,148,581,658,441,0,55,0,0,4,1456.05688,0,0,2,1.0979,0,1998,494,1
495,10,10,3,1980,5609,5608,2585,1877,103,234,107,283,1356,3410,1350,28,0.23,1109,211,1144,914,2299,1040,40,448,199,330,27,65,0,0,5,0,0,0,1,1.00184,0,1980,495,-1
496,10,10,3,1028,2683,2682,1291,950,78,118,63,123,724,2947,1307,37,0.26,1678,96,466,434,1121,565,159,474,846,110,0,89,0,0,5,0,0,0,1,0.98528,0,1028,496,-1
497,10,10,3,2474,6515,6524,2819,2311,163,422,215,324,1513,2097,1844,226,0.3,2630,260,1214,990,2381,1679,86,366,1414,572,5,187,0,0,4,0,2760.99609,6926.21631,1,1.00608,0,2474,497,9
498,10,10,3,1471,3894,3916,2065,1365,106,237,207,246,781,570,410,78,0.25,1817,234,683,919,1250,830,199,576,586,263,0,193,0,0,4,0,0,0,3,1.19504,0,1471,498,22
499,10,10,3,2607,7442,7454,3876,2171,436,559,469,740,839,606,504,91,0.17,1650,521,1506,2174,2257,996,465,349,670,114,0,52,0,0,4,0,0,0,3,1.23158,0,2607,499,12
500,10,10,3,1355,3979,3979,2168,1229,126,217,253,311,574,394,309,43,0.15,353,264,839,1139,1304,433,17,75,159,56,43,3,0,0,4,2018.29858,0,0,3,1.13457,0,1355,500,0
501,10,10,3,1407,4061,4061,2101,1322,85,277,172,437,521,323,301,9,0.21,328,236,751,1054,1337,683,18,97,126,72,0,15,0,0,4,0,0,0,3,1.16778,0,1407,501,0
502,10,10,3,1649,4473,4473,2409,894,755,386,425,485,353,302,258,44,0.19,1043,284,793,1406,1297,693,312,190,321,180,0,40,0,0,4,0,0,0,3,1.3,0,1649,502,0
503,10,10,3,2664,6138,6138,3166,870,1794,1092,612,635,325,415,305,71,0.21,2476,355,1017,2109,1530,1127,207,671,1085,350,0,163,0,0,3,0,0,0,3,1.46041,0,2664,503,0
504,10,10,3,2253,4608,4611,2880,911,1342,593,630,540,490,723,254,330,0.15,11468,216,643,1751,1464,537,1383,2185,2357,3528,60,1955,0,0,2,0,0,0,3,1.87597,0,2253,504,3
505,10,10,3,2148,5719,5730,3375,1428,720,384,416,598,750,425,394,15,0.13,638,386,1195,1963,1636,550,65,240,195,115,0,23,0,0,4,0,0,0,3,1.20494,0,2148,505,11
506,10,10,3,1440,3677,3688,1938,1021,419,436,213,346,445,332,241,52,0.22,2401,180,633,1053,1154,668,113,261,1505,266,0,256,0,0,4,0,0,0,3,1.46533,0,1440,506,11
507,10,10,3,1887,4520,4520,2344,1613,274,356,211,295,1025,817,621,63,0.27,1319,161,682,793,1899,985,48,107,817,245,0,102,0,0,4,0,0,0,1,1.09367,0,1887,507,0
508,10,10,3,1138,2630,2631,1236,792,346,238,110,310,480,448,274,87,0.19,4079,108,490,664,969,400,344,837,358,1577,3,960,0,0,4,0,0,0,2,1.50761,0,1138,508,1
509,10,10,3,1305,2703,2704,1583,618,687,290,208,306,501,434,210,61,0.13,3270,110,416,1034,881,263,217,1186,677,801,29,360,0,0,4,0,0,0,1,1.58673,0,1305,509,1
510,10,10,3,990,2740,2740,1197,897,93,138,140,146,566,776,743,16,0.24,397,123,575,440,1075,527,2,161,99,69,4,62,0,0,4,0,0,0,1,0.98186,0,990,510,0
511,10,10,3,2989,6466,6539,3392,2001,988,625,578,519,1267,2966,1263,194,0.29,7904,232,877,1434,2340,1656,711,1848,3243,1651,27,424,0,0,5,1800.84705,0,0,1,1.20736,0,2989,511,73
512,10,10,3,1623,4010,4027,2348,1580,43,166,276,375,806,33268,1654,23,0.14,880,201,748,1000,1697,381,42,318,296,179,0,45,0,0,5,0,0,0,1,0.96118,0,1623,512,17
513,10,10,3,1025,2736,2812,1475,962,63,76,151,140,658,3381,682,15,0.23,528,104,530,514,1158,506,4,232,165,111,0,16,0,0,4,0,0,0,1,0.99921,0,1025,513,76
514,10,10,3,2677,7447,7446,3449,2439,238,320,377,633,1347,2314,1320,46,0.26,1870,366,1403,1517,2552,1608,260,388,820,375,0,27,0,0,4,0,0,0,1,1.04978,0,2677,514,-1
515,10,10,3,2403,6903,6931,3621,1791,612,716,433,491,763,562,443,93,0.18,1049,416,1455,1914,2127,1019,51,295,595,83,0,25,0,0,4,2163.66821,0,0,3,1.20347,0,2403,515,28
516,10,10,3,1356,3665,3665,1884,1325,31,178,268,301,609,380,352,28,0.23,275,214,658,868,1216,709,0,64,129,37,0,45,0,0,4,0,0,0,2,1.09409,0,1356,516,0
517,10,10,3,1916,5131,5145,2777,1661,255,302,417,600,597,503,399,52,0.22,1447,271,926,1446,1541,961,114,42,1113,144,0,34,0,0,4,0,0,0,3,1.23104,0,1916,517,14
518,10,10,3,2265,5871,5878,2982,1791,474,341,444,522,958,725,513,128,0.22,4189,332,1154,1527,1782,1083,947,655,1398,894,53,242,0,0,4,0,0,0,2,1.33542,0,2265,518,7
519,10,10,3,3164,7937,7964,4245,2277,887,770,567,897,930,756,446,137,0.21,8689,464,1383,2399,2342,1376,209,888,6043,331,17,1201,0,0,4,0,0,0,3,1.77178,0,3164,519,27
520,10,10,3,1436,4223,4223,2007,1322,114,398,234,344,460,419,369,44,0.18,957,268,921,1177,1230,627,119,182,266,266,0,124,0,0,4,0,0,0,3,1.17247,0,1436,520,0
521,10,10,3,2055,5126,5142,2738,1296,759,539,385,570,561,428,287,116,0.19,2906,280,868,1718,1491,785,555,438,1050,749,1,113,0,0,4,0,0,0,3,1.42606,0,2055,521,16
522,11,11,3,2253,6048,6077,3076,1710,543,537,460,617,639,462,366,96,0.23,1162,359,1084,1743,1697,1194,267,359,457,74,0,5,0,0,4,0,0,0,3,1.23125,0,2253,522,29
523,11,11,3,2666,7389,7422,3695,2381,285,496,399,832,939,644,561,68,0.24,1391,428,1384,1764,2336,1510,489,213,499,152,0,38,0,0,4,0,0,0,3,1.19496,0,2666,523,33
524,11,11,3,1929,5110,5118,2516,1910,19,494,277,534,624,458,414,33,0.3,296,266,787,1113,1621,1331,16,140,91,40,0,9,0,0,4,0,0,0,3,1.12245,0,1929,524,8
525,11,11,3,1594,3984,4005,1935,1509,85,364,308,394,528,430,404,26,0.33,642,184,526,822,1323,1150,30,128,300,163,0,21,0,0,4,857.77435,0,0,3,1.12144,0,1594,525,21
526,11,11,3,2454,6224,6241,3170,2273,181,624,386,624,820,618,503,93,0.25,1063,395,868,1659,1964,1355,75,325,528,127,0,8,0,0,4,1815.2699,0,0,3,1.15379,0,2454,526,17
527,11,11,3,2883,6976,6989,3790,2463,420,666,574,682,961,688,563,82,0.21,2270,433,993,2075,2301,1187,454,665,890,133,0,128,0,0,4,0,0,0,3,1.23456,0,2883,527,13
528,11,11,3,2655,6240,6251,3574,1503,1152,686,573,633,763,467,420,25,0.21,2300,345,855,2066,1907,1078,316,1123,646,137,0,78,0,0,4,0,0,0,3,1.3605,0,2655,528,11
529,11,11,3,1175,2642,2648,1120,884,291,323,219,265,368,361,323,38,0.39,1233,100,308,443,874,923,140,518,201,126,25,223,0,0,4,0,0,0,3,1.16999,0,1175,529,6
530,11,11,3,3265,6937,6957,4095,1155,2110,792,740,1052,681,630,418,124,0.19,8365,326,866,2774,1891,1100,1151,2766,1491,1890,55,1012,0,0,3,0,0,0,3,1.78035,0,3265,530,20
531,11,11,3,1498,2945,2946,1833,822,676,332,330,405,431,273,241,32,0.24,3507,141,324,967,898,616,603,1415,855,356,61,217,0,0,3,0,0,0,2,1.63417,0,1498,531,1
532,11,11,3,3034,6963,6964,3780,538,2496,1096,1011,594,333,236,188,47,0.18,419,389,1006,2815,1661,1093,51,144,162,2,1,59,0,0,3,0,0,0,3,1.48281,0,3034,532,1
533,11,11,3,3063,8580,8648,4590,1095,1968,917,890,840,416,447,244,203,0.15,2798,680,1667,3290,1980,1031,124,805,1531,152,7,179,0,0,3,1808.06372,1597.79858,6524.48926,3,1.49833,0,3063,533,68
534,11,11,3,2107,5133,5172,2995,1103,1004,578,413,578,538,475,354,71,0.22,11699,289,809,1671,1413,990,120,785,8979,1630,18,167,0,0,3,0,0,0,3,2.28806,0,2107,534,39
535,11,11,3,2122,5433,5440,2903,1276,846,934,474,475,239,331,190,77,0.18,2090,367,1027,1872,1370,804,333,396,1034,171,0,156,0,0,4,0,0,0,3,1.5833,0,2122,535,7
536,11,11,3,1661,5290,5314,2504,797,864,780,465,272,144,230,139,25,0.1,1155,455,1261,2033,1139,426,293,247,458,66,0,91,0,0,4,0,0,0,3,1.75613,0,1661,536,24
537,11,11,3,2458,5440,5462,2075,589,1869,1303,594,365,196,410,85,259,0.21,4318,395,960,1828,1257,1022,530,1252,1138,415,15,968,0,0,4,0,0,0,3,1.7089,0,2458,537,22
538,11,11,3,941,2218,2386,1049,532,409,417,251,180,93,164.2,120,39,0.14,1899,181,478,879,579,269,84,416,536,397,0,466,0,0,3,0,0,0,3,1.6678,0,941,538,168
539,11,11,3,447,1056,1135,499,253,194,198,120,85,44,508.10001,78,355,0.14,3854,86,227,418,276,128,170,844,1088,806,1,945,0,0,3,0,0,0,3,1.32451,0,447,539,79
540,11,11,3,2181,4754,4810,2552,1185,996,597,412,444,728,329,228,87,0.19,5900,241,622,1787,1412,748,146,2123,2151,1111,15,354,0,0,3,0,0,0,3,1.96367,0,2181,540,56
541,11,11,3,2057,5263,5264,2505,1625,432,595,400,455,607,531,328,174,0.28,4242,285,749,1346,1567,1317,693,644,2568,89,32,216,0,0,4,1997.8761,0,0,3,1.44022,0,2057,541,1
542,11,11,3,967,2331,2415,1447,489,478,325,228,204,210,252,190,48,0.16,2246,160,368,869,717,301,87,1161,713,245,2,38,0,0,4,1669.90002,0,0,3,1.47676,0,967,542,84
543,11,11,3,1869,4310,5716,2670,966,903,562,466,399,442,369,162,192,0.09,6485,195,1924,2181,1038,378,73,1412,562,3150,26,1262,0,0,4,0,0,0,3,1.96108,0,1869,543,1406
544,11,11,3,2346,5839,5889,3438,1159,1187,861,532,554,399,391,257,74,0.18,1005,277,741,2531,1448,892,70,324,429,133,1,48,0,0,4,0,0,0,3,1.33326,0,2346,544,50
545,11,11,3,1523,3421,4500,2403,499,1024,709,306,345,163,236,163,58,0.16,3922,146,1184,1697,827,646,204,807,1622,1070,13,206,0,0,4,0,5138.51709,1862.57422,3,2.00888,0,1523,545,1079
546,11,11,3,2216,4684,4885,2561,921,1295,902,552,424,338,470,163,207,0.13,11687,206,910,2137,1104,528,212,3893,1111,5979,3,489,25,154,2,0,0,0,3,3.59436,0,2216,546,201
547,11,11,3,2161,6487,6548,2757,1467,694,918,564,528,151,475,261,196,0.17,5359,508,1513,2066,1555,906,296,1374,779,1995,28,887,0,0,3,0,0,0,3,1.64684,0,2161,547,61
548,11,11,3,3225,8737,9012,4378,1992,1233,1291,715,738,481,455,307,83,0.19,1722,572,1891,2958,2090,1501,117,443,776,162,9,215,0,0,4,0,0,0,3,1.48375,0,3225,548,275
549,11,11,3,2528,5727,5810,3082,373,2155,1514,499,343,172,200,101,88,0.21,4775,369,960,2168,1248,1065,306,1583,972,1235,6,673,67.03335,113.61584,3,0,0,0,3,3.5684,0,2528,549,83
550,11,11,3,1480,4477,4488,2464,924,556,591,390,336,163,205,180,24,0.14,1769,353,1000,1590,1051,494,47,145,1410,117,0,50,0,0,3,0,0,0,3,1.64744,0,1480,550,11
551,11,11,3,2057,7040,7081,3281,959,1098,818,572,505,162,371,223,85,0.13,8529,642,1678,2533,1453,775,207,423,835,6924,0,140,0,0,4,1265.03821,0,0,3,2.48093,0,2057,551,41
552,11,11,3,1218,4581,4581,1875,626,592,549,325,247,97,151,126,14,0.1,324,450,1257,1626,907,341,18,47,41,129,0,89,0,0,3,0,0,0,3,1.55863,0,1218,552,0
553,11,11,3,1126,4684,4728,1954,643,483,420,333,207,166,205,117,19,0.1,399,408,1397,1593,947,383,21,81,289,5,0,3,0,0,3,0,0,0,3,1.62031,0,1126,553,44
554,11,11,3,1430,3608,4388,2402,712,718,531,238,263,398,183,154,25,0.11,937,199,631,1940,1274,344,95,192,488,141,0,21,0,0,3,0,0,0,3,1.54306,0,1430,554,780
555,11,11,3,2824,7644,7882,3891,728,2096,1714,523,343,244,302,165,72,0.08,1792,617,1741,3542,1517,465,84,354,1014,187,0,153,0,0,3,647.53973,215.47279,124.16924,3,1.79307,0,2824,555,238
556,11,11,3,694,1715,4781,2050,63,631,387,186,90,31,61,24,37,0.05,719,165,1856,2043,563,154,10,202,312,165,0,30,105.39088,295.09445,1,0,0,0,3,2.90603,0,694,556,3066
557,11,11,3,3099,5785,5886,2630,158,2941,1632,508,525,434,179,21,158,0.16,8438,248,672,2786,1376,804,337,1496,4631,1630,0,344,48.59977,136.07936,1,0,14383.81641,10210.37695,3,3.55801,0,3099,557,101
558,11,11,3,1982,3776,3798,1816,421,1561,1080,442,176,284,407,64,229,0.24,23801,160,614,1296,908,820,863,11080,4623,4770,23,2442,68.02834,295.53296,1,0,0,0,3,3.99531,0,1982,558,22
559,11,11,3,1762,5332,5337,2679,1344,418,503,487,409,363,381,288,48,0.15,689,383,1108,1859,1371,616,30,207,220,82,0,150,0,0,4,0,0,0,3,1.25819,0,1762,559,5
560,11,11,3,1493,5505,5745,2546,638,855,729,298,347,119,254,172,18,0.1,2126,517,1600,2163,1029,436,101,1105,582,261,0,77,40,126,3,0,0,0,3,4.07968,0,1493,560,240
561,11,11,3,1571,4335,4334,2277,840,731,527,461,317,266,283,91,184,0.1,951,324,967,1869,823,351,154,128,195,123,6,345,0,0,4,0,0,0,3,1.31649,0,1571,561,-1
562,11,11,3,1355,4944,5036,2202,745,610,651,320,236,148,170,105,32,0.1,564,466,1439,1742,997,392,41,39,130,326,0,28,0,0,4,0,0,0,3,1.70534,0,1355,562,92
563,11,11,3,4378,11297,12037,4598,1030,3348,1899,1180,926,373,1599,402,934,0.15,21685,761,2307,4303,3259,1407,1828,3858,3535,5828,46,6590,0,0,4,2364.29492,0,0,3,1.7489,0,4378,563,740
564,11,11,3,2771,7979,8004,3356,1102,1669,931,629,570,641,580,305,178,0.13,1509,807,1854,2867,1636,840,759,135,533,60,6,16,0,0,4,0,0,0,2,1.31608,0,2771,564,25
565,11,11,3,2268,5597,5598,2619,655,1613,516,507,678,567,307,194,24,0.21,1261,393,601,2254,1333,1017,93,228,434,114,2,390,0,0,4,0,0,0,1,1.58667,0,2268,565,1
566,11,11,3,2699,6581,6581,1702,317,2382,898,893,652,256,1079,446,110,0.37,1572,259,674,1314,2132,2202,340,248,602,119,0,263,0,0,4,0,0,0,1,1.22203,0,2699,566,0
567,11,11,3,2113,7227,7342,2788,613,1500,835,688,398,192,444,177,223,0.15,1476,542,1756,2264,1941,839,143,131,306,563,12,321,0,0,4,0,0,0,3,1.371,0,2113,567,115
568,11,11,3,2240,8547,8562,3675,1428,812,827,532,593,288,345,276,31,0.12,767,710,2203,2928,1958,763,181,104,268,37,0,177,0,0,4,0,0,0,3,1.48356,0,2240,568,15
569,11,11,3,1029,4579,4587,1869,840,189,264,372,297,96,149,114,10,0.08,146,442,1457,1517,895,276,3,7,119,17,0,0,0,0,3,0,0,0,3,1.58316,0,1029,569,8
570,11,11,3,1124,4540,4550,1832,568,556,415,268,275,166,145,104,19,0.11,500,425,1216,1607,926,376,280,90,117,8,0,5,0,0,3,0,0,0,3,1.70711,0,1124,570,10
571,11,11,3,850,4010,4019,1615,798,52,237,168,272,173,284,156,8,0.11,176,308,1154,1243,984,330,17,16,69,55,0,19,0,0,4,0,0,0,3,1.36428,0,850,571,9
572,11,11,3,935,4501,4508,1914,910,25,268,170,288,209,378,191,54,0.13,548,318,1200,1442,1112,436,2,31,458,51,0,6,0,0,4,2587.74609,0,0,3,1.30938,0,935,572,7
573,11,11,3,1003,3960,4005,1979,989,14,192,161,299,351,340,198,5,0.14,55,210,867,1202,1320,406,0,11,28,16,0,0,0,0,4,0,0,0,3,1.24782,0,1003,573,45
574,11,11,3,1200,4477,4548,1736,614,586,475,337,279,109,284,151,23,0.13,325,335,1063,1507,1190,453,25,22,222,55,1,0,0,0,4,0,0,0,3,1.42642,0,1200,574,71
575,11,11,3,935,4057,4104,1851,925,10,146,125,317,347,410,142,30,0.12,425,223,1039,1224,1255,363,94,31,239,32,0,29,0,0,4,0,0,0,3,1.4132,0,935,575,47
576,11,11,3,1107,4734,4775,2294,1106,1,165,251,356,335,267,216,29,0.13,380,286,1136,1422,1485,446,26,63,129,103,0,59,0,0,4,0,0,0,3,1.29866,0,1107,576,41
577,11,11,3,1070,5082,5140,2436,994,76,264,272,345,189,232,192,21,0.12,187,351,1377,1637,1305,470,9,6,172,0,0,0,0,0,3,0,0,0,3,1.34947,0,1070,577,58
