observation_id,choice,availability_drive_alone,availability_shared_ride_2,availability_shared_ride_3+,availability_walk_transit_walk,availability_drive_transit_walk,availability_walk_transit_drive,availability_walk,availability_bicycle,household_id,person_id,tour_id,tour_origin_taz,primary_dest_taz,age,household_size,household_income,household_income_values,transit_subsidy,transit_subsidy_amount,cross_bay,total_travel_time_drive_alone,total_travel_time_shared_ride_2,total_travel_time_shared_ride_3+,total_travel_time_walk_transit_walk,total_travel_time_drive_transit_walk,total_travel_time_walk_transit_drive,total_travel_time_walk,total_travel_time_bicycle,total_travel_distance_drive_alone,total_travel_distance_shared_ride_2,total_travel_distance_shared_ride_3+,total_travel_distance_walk,total_travel_distance_bicycle,total_travel_cost_drive_alone,total_travel_cost_shared_ride_2,total_travel_cost_shared_ride_3+,total_travel_cost_walk_transit_walk,total_travel_cost_drive_transit_walk,total_travel_cost_walk_transit_drive,age_ctgry
505,shared_ride_2,1,1,1,1,1,1,1,0,2420299,3,0,96.0,19.0,27,3,5,62500.0,0,-1,0,24.18,24.18,24.18,75.95,63.89,62.94,133.2,,7.55,7.55,7.55,6.66,,1.3953,0.7973,0.5581,3.22,3.22,3.22,20-44
506,drive_alone,1,1,1,0,0,0,0,0,2432740,1,0,913.0,15.0,41,4,10,275000.0,0,-1,1,44.05,44.05,44.05,,,,,,29.91,29.91,29.91,,,8.7374,4.9928,3.495,,,,20-44
507,drive_alone,1,1,1,1,1,1,1,1,2435830,1,0,939.0,1019.0,46,2,99,117480.978261,0,-1,0,27.6,27.6,27.6,95.91,76.94,73.57,194.8,48.7,10.5,10.5,10.5,9.74,9.74,1.9404,1.1088,0.7762,1.81,4.63,4.43,45-64
508,bike,1,1,1,1,1,1,1,1,2475731,1,0,1033.0,1019.0,55,2,99,117480.978261,1,10,0,16.92,16.92,16.92,75.2,64.27,49.98,105.6,26.4,5.39,5.39,5.39,5.28,5.28,0.9961,0.5692,0.3984,3.42,4.43,3.22,45-64
509,drive_alone,1,1,1,1,1,1,1,0,2484005,2,0,119.0,103.0,68,2,6,87500.0,0,-1,0,19.22,19.22,19.22,71.81,67.43,66.21,79.2,,3.96,3.96,3.96,3.96,,0.7318,0.4182,0.2928,3.22,3.22,3.22,65+
510,walk,1,1,1,0,0,0,1,1,2485632,3,0,176.0,176.0,7,4,6,87500.0,0,-1,0,7.13,7.13,7.13,,,,12.0,3.0,0.6,0.6,0.6,0.6,0.6,0.1108,0.0634,0.0444,,,,05-19
511,walk_transit_walk,1,1,1,1,1,1,1,1,2486789,1,0,98.0,12.0,55,2,6,87500.0,0,-1,0,24.59,24.59,24.59,57.8,51.22,51.1,125.6,31.4,6.47,6.47,6.47,6.28,6.28,1.1957,0.6832,0.4783,3.22,3.22,3.22,45-64
512,walk_transit_walk,0,1,1,1,0,1,1,1,2494270,1,0,103.0,2.0,61,2,5,62500.0,1,35,0,,23.98,23.98,57.4,,58.34,121.6,30.4,,6.21,6.21,6.08,6.08,,0.6558,0.4591,3.22,,3.22,45-64
513,drive_alone,1,1,1,1,1,1,1,1,2494273,1,0,85.0,111.0,43,6,3,25000.0,0,-1,0,24.13,24.13,24.13,66.28,56.42,56.42,147.0,36.75,8.52,8.52,8.52,7.35,7.35,1.5745,0.8997,0.6298,3.22,3.22,3.22,20-44
514,drive_alone,1,1,1,1,1,1,1,1,2494273,1,1,85.0,50.0,43,6,3,25000.0,0,-1,0,18.16,18.16,18.16,54.41,45.77,45.79,67.6,16.9,3.38,3.38,3.38,3.38,3.38,0.6246,0.35700000000000004,0.2498,3.22,3.22,3.22,20-44
515,walk_transit_walk,1,1,1,1,1,1,1,1,2494273,5,0,85.0,66.0,12,6,3,25000.0,0,-1,0,18.28,18.28,18.28,47.74,37.35,37.38,86.8,21.7,4.57,4.57,4.57,4.34,4.34,0.8446,0.4826,0.3378,3.22,3.22,3.22,05-19
516,drive_transit_walk,1,1,1,1,1,1,1,0,2497982,2,0,149.0,4.0,28,3,7,125000.0,0,-1,0,28.47,28.47,28.47,74.01,65.52,73.1,258.4,,13.82,13.82,13.82,12.92,,2.5539,1.4594,1.0216,3.22,3.22,3.22,20-44
517,walk,1,1,1,1,1,1,1,1,2498119,2,0,62.0,66.0,67,2,9,225000.0,0,-1,0,10.94,10.94,10.94,29.83,24.9,23.82,40.4,10.1,2.26,2.26,2.26,2.02,2.02,0.4176,0.2386,0.16699999999999998,3.22,3.22,3.22,65+
518,drive_alone,1,1,1,1,1,1,1,1,2506684,2,0,137.0,2.0,57,4,6,87500.0,0,-1,0,26.36,26.36,26.36,69.77,72.37,77.15,218.6,54.65,11.92,11.92,11.92,10.93,10.93,2.2028,1.2588,0.8812,3.02,3.98,3.22,45-64
519,walk_transit_walk,1,1,1,1,1,1,1,1,2506684,4,0,137.0,75.0,23,4,6,87500.0,0,-1,0,28.2,28.2,28.2,67.31,58.13,58.13,187.4,46.85,10.15,10.15,10.15,9.37,9.37,1.8758,1.0718,0.7502,3.22,3.22,3.22,20-44
520,drive_alone,1,1,1,1,1,1,1,1,2507226,2,0,100.0,28.0,48,2,3,25000.0,0,-1,0,25.39,25.39,25.39,48.87,54.29,57.68,130.6,32.65,6.69,6.69,6.69,6.53,6.53,1.2363,0.7065,0.4946,6.84,4.63,4.43,45-64
521,walk,0,1,1,1,0,1,1,0,2511599,1,0,176.0,91.0,999,2,5,62500.0,0,-1,0,,15.25,15.25,56.0,,42.54,70.0,,,3.5,3.5,3.5,,,0.3696,0.2588,3.22,,3.22,65+
522,walk_transit_walk,0,1,1,1,0,1,1,0,2511599,2,0,176.0,170.0,999,2,5,62500.0,0,-1,0,,14.5,14.5,61.23,,46.1,87.2,,,4.36,4.36,4.36,,,0.4604,0.3222,3.22,,3.22,65+
523,drive_alone,1,1,1,1,1,1,1,1,2512532,2,0,89.0,106.0,45,2,9,225000.0,0,-1,0,19.46,19.46,19.46,58.2,61.27,63.7,86.8,21.7,4.46,4.46,4.46,4.34,4.34,0.8242,0.471,0.3296,3.22,3.82,3.22,45-64
524,drive_alone,1,1,1,1,1,1,1,0,2513360,1,0,131.0,19.0,999,2,99,117480.978261,0,-1,0,22.99,22.99,22.99,90.98,92.38,89.72,180.4,,11.26,11.26,11.26,9.02,,2.0808,1.1891,0.8324,5.84,6.64,3.82,65+
525,shared_ride_2,1,1,1,1,1,1,1,0,2513360,2,0,131.0,19.0,999,2,99,117480.978261,0,-1,0,22.99,22.99,22.99,90.98,92.38,89.72,180.4,,11.26,11.26,11.26,9.02,,2.0808,1.1891,0.8324,5.84,6.64,3.82,65+
526,drive_alone,1,1,1,1,1,1,1,1,2514661,1,0,88.0,79.0,58,2,7,125000.0,0,-1,0,16.05,16.05,16.05,62.85,63.59,63.28,60.6,15.15,3.03,3.03,3.03,3.03,3.03,0.5599,0.32,0.224,3.22,3.22,3.22,45-64
527,shared_ride_2,1,1,1,1,1,1,1,1,2514661,2,0,88.0,70.0,57,2,7,125000.0,0,-1,0,13.51,13.51,13.51,45.95,39.93,39.93,51.2,12.8,2.56,2.56,2.56,2.56,2.56,0.473,0.2704,0.1892,3.22,3.22,3.22,45-64
528,shared_ride_2,1,1,1,1,1,1,1,1,2514915,3,0,140.0,130.0,10,3,7,125000.0,0,-1,0,19.15,19.15,19.15,78.98,62.49,59.79,125.6,31.4,6.49,6.49,6.49,6.28,6.28,1.1994,0.6854,0.4797,3.22,3.82,3.22,05-19
529,shared_ride_3,1,1,1,1,1,1,1,0,2515896,3,0,39.0,66.0,13,4,7,125000.0,0,-1,0,24.45,24.45,24.45,84.08,69.6,83.67,139.4,,7.38,7.38,7.38,6.97,,1.3638,0.7793,0.5455,3.22,3.22,3.22,05-19
530,shared_ride_2,1,1,1,1,1,1,1,0,2515896,4,0,39.0,66.0,11,4,7,125000.0,0,-1,0,24.45,24.45,24.45,84.08,69.6,83.67,139.4,,7.38,7.38,7.38,6.97,,1.3638,0.7793,0.5455,3.22,3.22,3.22,05-19
531,walk_transit_walk,0,1,1,1,0,1,1,1,2523286,1,0,80.0,13.0,42,1,7,125000.0,0,-1,0,,20.54,20.54,45.88,,43.13,89.0,22.25,,4.51,4.51,4.45,4.45,,0.4763,0.3333,3.22,,3.22,20-44
532,drive_alone,1,1,1,1,1,1,1,1,2523409,1,0,86.0,118.0,999,2,7,125000.0,0,-1,0,24.06,24.06,24.06,73.95,74.97,70.0,126.8,31.7,6.76,6.76,6.76,6.34,6.34,1.2492,0.7139,0.4997,4.63,4.63,4.43,65+
533,walk_transit_walk,1,1,1,1,1,1,1,1,2525581,2,0,127.0,12.0,43,5,7,125000.0,0,-1,0,26.54,26.54,26.54,56.08,58.92,56.52,164.0,41.0,9.85,9.85,9.85,8.2,8.2,1.8203,1.0402,0.7281,2.82,3.22,3.22,20-44
534,shared_ride_3,1,1,1,1,1,1,1,1,2525581,3,0,127.0,131.0,10,5,7,125000.0,0,-1,0,10.3,10.3,10.3,49.85,36.08,32.27,45.2,11.3,2.26,2.26,2.26,2.26,2.26,0.4176,0.2386,0.16699999999999998,4.63,3.82,3.82,05-19
535,shared_ride_3,1,1,1,1,1,1,1,1,2525581,4,0,127.0,131.0,8,5,7,125000.0,0,-1,0,10.3,10.3,10.3,49.85,36.08,32.27,45.2,11.3,2.26,2.26,2.26,2.26,2.26,0.4176,0.2386,0.16699999999999998,4.63,3.82,3.82,05-19
536,shared_ride_3,1,1,1,1,1,1,1,1,2525581,5,0,127.0,131.0,6,5,7,125000.0,0,-1,0,10.3,10.3,10.3,49.85,36.08,32.27,45.2,11.3,2.26,2.26,2.26,2.26,2.26,0.4176,0.2386,0.16699999999999998,4.63,3.82,3.82,05-19
537,drive_alone,1,1,1,1,1,1,1,1,2526572,2,0,97.0,106.0,59,3,5,62500.0,0,-1,0,17.08,17.08,17.08,49.77,59.53,56.24,73.6,18.4,3.76,3.76,3.76,3.68,3.68,0.6948,0.397,0.278,3.02,3.82,4.43,45-64
538,shared_ride_2,1,1,1,1,1,1,1,1,2526572,3,0,97.0,130.0,16,3,5,62500.0,0,-1,0,10.21,10.21,10.21,58.63,43.56,47.86,46.0,11.5,2.32,2.32,2.32,2.3,2.3,0.4288,0.245,0.1714,3.02,3.22,3.22,05-19
539,drive_transit_walk,1,1,1,1,1,1,1,1,2530914,1,0,74.0,75.0,59,2,7,125000.0,0,-1,0,14.21,14.21,14.21,43.53,32.42,31.23,34.0,8.5,1.7,1.7,1.7,1.7,1.7,0.3142,0.1796,0.1256,3.22,3.22,3.22,45-64
540,walk,1,1,1,1,1,1,1,1,2530914,2,0,74.0,107.0,46,2,7,125000.0,0,-1,0,20.92,20.92,20.92,74.62,58.07,59.32,83.6,20.9,4.66,4.66,4.66,4.18,4.18,0.8612,0.4921,0.3445,3.22,3.22,3.22,45-64
541,walk_transit_walk,0,1,1,1,0,1,1,0,2532158,1,0,58.0,53.0,66,3,98,117480.978261,0,-1,0,,12.5,12.5,39.94,,32.8,58.8,,,2.94,2.94,2.94,,,0.3104,0.2174,3.22,,3.22,65+
542,drive_alone,1,1,1,1,1,1,1,1,2536174,1,0,57.0,52.0,56,4,7,125000.0,0,-1,0,16.62,16.62,16.62,122.65,104.47,104.29,121.6,30.4,6.08,6.08,6.08,6.08,6.08,1.1236,0.642,0.4494,3.22,3.22,3.22,45-64
543,bike,1,1,1,1,1,1,1,1,2536174,3,0,57.0,62.0,7,4,7,125000.0,0,-1,0,8.86,8.86,8.86,40.47,29.19,28.74,32.0,8.0,1.6,1.6,1.6,1.6,1.6,0.2956,0.16899999999999998,0.1182,3.22,3.22,3.22,05-19
544,bike,1,1,1,1,1,1,1,1,2536174,4,0,57.0,62.0,7,4,7,125000.0,0,-1,0,8.86,8.86,8.86,40.47,29.19,28.74,32.0,8.0,1.6,1.6,1.6,1.6,1.6,0.2956,0.16899999999999998,0.1182,3.22,3.22,3.22,05-19
545,walk_transit_walk,1,1,1,1,1,1,1,1,2537754,1,0,39.0,14.0,43,4,7,125000.0,0,-1,0,20.49,20.49,20.49,46.42,40.73,34.45,65.0,16.25,3.63,3.63,3.63,3.25,3.25,0.6708,0.3833,0.2684,3.22,3.22,3.22,20-44
546,walk,1,1,1,0,0,0,1,1,2537754,3,0,39.0,39.0,6,4,7,125000.0,0,-1,0,9.6,9.6,9.6,,,,8.0,2.0,0.4,0.4,0.4,0.4,0.4,0.07400000000000001,0.0422,0.0296,,,,05-19
547,bike,0,1,1,1,0,1,1,1,2540216,1,0,81.0,109.0,46,2,4,42500.0,0,-1,0,,20.73,20.73,51.99,,52.97,94.6,23.65,,4.94,4.94,4.73,4.73,,0.5217,0.3652,3.22,,3.22,45-64
548,bike,1,1,1,1,1,1,1,1,2540723,1,0,101.0,107.0,58,2,4,42500.0,0,-1,0,14.15,14.15,14.15,45.04,39.61,38.15,35.2,8.8,1.76,1.76,1.76,1.76,1.76,0.3252,0.1858,0.13,3.02,3.22,3.22,45-64
549,walk_transit_walk,1,1,1,1,1,1,1,1,2543576,1,0,166.0,14.0,43,2,7,125000.0,0,-1,0,30.21,30.21,30.21,66.42,84.89,85.89,273.0,68.25,15.64,15.64,15.64,13.65,13.65,2.8903,1.6516,1.1561,5.84,3.98,3.98,20-44
550,shared_ride_2,1,1,1,1,1,1,1,0,2547341,2,0,145.0,115.0,30,4,1,5000.0,0,-1,0,21.62,21.62,21.62,105.72,91.63,86.67,123.2,,6.16,6.16,6.16,6.16,,1.1384,0.6504,0.4554,3.22,3.22,3.22,20-44
551,drive_alone,1,1,1,1,1,1,1,0,2547341,2,1,145.0,133.0,30,4,1,5000.0,0,-1,0,21.92,21.92,21.92,106.94,69.08,90.46,178.0,,9.58,9.58,9.58,8.9,,1.7944,1.0254,0.7178,3.22,3.22,3.22,20-44
552,shared_ride_2,1,1,1,1,1,1,1,0,2547341,3,0,145.0,152.0,16,4,1,5000.0,0,-1,0,17.64,17.64,17.64,111.79,89.68,89.69,115.2,,5.76,5.76,5.76,5.76,,1.0644,0.6082,0.4258,3.22,3.22,3.22,05-19
553,shared_ride_3,1,1,1,1,1,1,1,0,2547341,4,0,145.0,149.0,10,4,1,5000.0,0,-1,0,17.94,17.94,17.94,106.29,91.09,83.59,120.0,,6.0,6.0,6.0,6.0,,1.1088,0.6336,0.4436,3.22,3.32,3.22,05-19
554,walk_transit_walk,1,1,1,1,1,1,1,1,2551983,2,0,64.0,4.0,52,3,99,117480.978261,0,-1,0,28.14,28.14,28.14,64.44,57.37,55.43,166.2,41.55,8.64,8.64,8.64,8.31,8.31,1.5967,0.9124,0.6387,3.22,3.22,3.22,45-64
555,shared_ride_2,1,1,1,1,1,1,1,1,2551983,3,0,64.0,52.0,17,3,99,117480.978261,0,-1,0,19.03,19.03,19.03,109.36,93.04,96.61,144.8,36.2,8.35,8.35,8.35,7.24,7.24,1.543,0.8818,0.6173,3.22,3.22,3.22,05-19
556,walk_transit_walk,0,1,1,1,0,1,1,1,2556080,2,0,142.0,96.0,25,3,2,17500.0,0,-1,0,,18.82,18.82,78.6,,65.51,120.0,30.0,,6.02,6.02,6.0,6.0,,0.6358,0.445,3.22,,3.22,20-44
557,walk_transit_walk,0,1,1,1,0,1,1,1,2556080,2,1,142.0,100.0,25,3,2,17500.0,0,-1,0,,17.27,17.27,71.81,,61.66,86.8,21.7,,4.36,4.36,4.34,4.34,,0.4604,0.3222,3.22,,3.22,20-44
558,walk,0,1,1,1,0,1,1,1,2556080,3,0,142.0,112.0,6,3,2,17500.0,0,-1,0,,14.6,14.6,67.4,,51.59,66.4,16.6,,3.78,3.78,3.32,3.32,,0.3992,0.2794,3.22,,3.22,05-19
559,drive_alone,1,1,1,1,1,1,1,1,2561298,2,0,120.0,59.0,56,2,5,62500.0,0,-1,0,35.55,35.55,35.55,119.74,103.88,114.47,277.0,69.25,14.66,14.66,14.66,13.85,13.85,2.7092,1.548,1.0836,3.22,3.22,3.82,45-64
560,drive_alone,1,1,1,1,1,1,1,0,2561307,1,0,169.0,183.0,75,1,5,62500.0,0,-1,0,16.15,16.15,16.15,81.1,66.43,62.31,112.0,,5.64,5.64,5.64,5.6,,1.0422,0.5956,0.417,3.22,3.22,3.22,65+
561,drive_alone,1,1,1,1,1,1,0,0,2566959,1,0,939.0,19.0,58,2,6,87500.0,0,-1,1,34.76,34.76,34.76,137.56,117.94,107.82,,,23.12,23.12,23.12,,,7.4826,4.2757,2.9931,8.84,9.0,7.15,45-64
562,shared_ride_2,1,1,1,1,1,1,1,1,2568069,3,0,97.0,105.0,8,4,10,275000.0,0,-1,0,15.25,15.25,15.25,52.0,38.9,38.9,60.8,15.2,3.06,3.06,3.06,3.04,3.04,0.5654,0.3232,0.2262,3.02,3.82,4.43,05-19
563,walk,1,1,1,1,1,1,1,1,2568069,4,0,97.0,105.0,6,4,10,275000.0,0,-1,0,15.25,15.25,15.25,52.0,38.9,38.9,60.8,15.2,3.06,3.06,3.06,3.04,3.04,0.5654,0.3232,0.2262,3.02,3.82,4.43,05-19
564,walk_transit_walk,1,1,1,1,1,1,1,0,2569287,1,0,168.0,15.0,62,3,4,42500.0,0,-1,0,32.97,32.97,32.97,100.98,117.87,79.92,303.8,,17.21,17.21,17.21,15.19,,3.1804,1.8174,1.2722,5.59,3.98,3.22,45-64
565,walk_transit_walk,1,1,1,1,1,1,1,1,2575772,1,0,60.0,24.0,36,4,99,117480.978261,0,-1,0,32.63,32.63,32.63,82.92,66.79,65.23,221.6,55.4,11.13,11.13,11.13,11.08,11.08,2.0568,1.1753,0.8227,3.22,3.22,3.22,20-44
566,shared_ride_2,1,1,1,1,1,1,1,1,2577021,1,0,67.0,100.0,40,2,5,62500.0,0,-1,0,27.4,27.4,27.4,77.56,88.81,79.82,166.4,41.6,8.8,8.8,8.8,8.32,8.32,1.6262,0.9293,0.6505,5.84,3.82,4.43,20-44
567,walk,1,1,1,1,1,1,1,1,2577289,1,0,187.0,188.0,30,4,6,87500.0,0,-1,0,9.36,9.36,9.36,36.84,25.79,25.79,32.8,8.2,1.64,1.64,1.64,1.64,1.64,0.303,0.1732,0.1212,3.22,3.22,3.22,20-44
568,walk_transit_walk,0,1,1,1,0,1,1,0,2580333,1,0,176.0,90.0,60,1,5,62500.0,0,-1,0,,16.63,16.63,37.9,,23.87,55.2,,,2.84,2.84,2.76,,,0.3,0.21,3.22,,3.22,45-64
569,walk,0,1,1,1,0,1,1,0,2583897,1,0,7.0,2.0,31,1,5,62500.0,0,-1,0,,15.15,15.15,29.5,,17.59,36.8,,,1.85,1.85,1.84,,,0.1954,0.1368,3.02,,3.22,20-44
570,walk,0,1,1,1,0,1,1,0,2585423,2,0,21.0,9.0,57,2,6,87500.0,1,50,0,,15.28,15.28,36.93,,32.13,42.6,,,2.18,2.18,2.13,,,0.2302,0.1611,3.02,,3.22,45-64
571,drive_alone,1,1,1,1,1,1,1,1,2587965,2,0,172.0,6.0,64,3,10,275000.0,0,-1,0,33.19,33.19,33.19,74.55,71.54,79.96,220.4,55.1,11.05,11.05,11.05,11.02,11.02,2.042,1.1669,0.8168,3.22,3.22,3.22,45-64
572,walk_transit_walk,1,1,1,1,1,1,1,1,2587965,3,0,172.0,6.0,22,3,10,275000.0,0,-1,0,32.89,32.89,32.89,75.16,75.04,73.32,220.4,55.1,11.06,11.06,11.06,11.02,11.02,2.0439,1.1679,0.8175,3.22,3.98,3.22,20-44
573,walk_transit_walk,1,1,1,1,1,1,1,0,2588787,1,0,89.0,13.0,57,2,7,125000.0,0,-1,0,26.62,26.62,26.62,58.0,66.15,75.07,147.2,,7.69,7.69,7.69,7.36,,1.4211,0.8121,0.5685,3.22,3.98,3.22,45-64
574,shared_ride_3,1,1,1,1,1,1,1,1,2589341,1,0,183.0,69.0,37,5,8,175000.0,0,-1,0,27.97,27.97,27.97,131.07,122.29,107.58,210.6,52.65,10.72,10.72,10.72,10.53,10.53,1.981,1.132,0.7924,3.22,5.39,3.22,20-44
575,walk_transit_drive,1,1,1,1,1,1,1,1,2589341,2,0,183.0,16.0,37,5,8,175000.0,0,-1,0,41.16,41.16,41.16,111.7,102.13,91.24,325.2,81.3,18.64,18.64,18.64,16.26,16.26,3.4446,1.9684,1.3779,3.22,3.98,3.22,20-44
576,shared_ride_3,1,1,1,1,1,1,1,1,2589341,3,0,183.0,179.0,7,5,8,175000.0,0,-1,0,10.36,10.36,10.36,95.2,79.92,79.92,44.8,11.2,2.24,2.24,2.24,2.24,2.24,0.414,0.2366,0.1656,3.22,3.22,3.22,05-19
577,shared_ride_3,1,1,1,1,1,1,1,1,2589341,4,0,183.0,177.0,4,5,8,175000.0,0,-1,0,15.03,15.03,15.03,78.33,68.47,68.42,93.6,23.4,4.68,4.68,4.68,4.68,4.68,0.8648,0.4942,0.34600000000000003,3.22,3.22,3.22,0-04
578,shared_ride_3,1,1,1,1,1,1,1,1,2589341,5,0,183.0,177.0,7,5,8,175000.0,0,-1,0,15.03,15.03,15.03,78.33,68.47,68.42,93.6,23.4,4.68,4.68,4.68,4.68,4.68,0.8648,0.4942,0.34600000000000003,3.22,3.22,3.22,05-19
579,drive_alone,1,1,1,1,1,1,1,1,2591281,1,0,117.0,133.0,58,1,6,87500.0,0,-1,0,19.11,19.11,19.11,74.35,59.22,59.22,121.2,30.3,6.73,6.73,6.73,6.06,6.06,1.2474,0.7128,0.499,3.02,3.82,3.82,45-64
580,shared_ride_3,1,1,1,1,1,1,1,1,2593211,3,0,97.0,188.0,16,4,7,125000.0,0,-1,0,21.66,21.66,21.66,88.79,80.42,73.48,146.8,36.7,7.36,7.36,7.36,7.34,7.34,1.3602,0.7772,0.544,5.23,5.95,3.82,05-19
581,shared_ride_2,1,1,1,1,1,1,1,1,2593211,4,0,97.0,103.0,14,4,7,125000.0,0,-1,0,12.28,12.28,12.28,37.2,27.72,27.72,41.2,10.3,2.06,2.06,2.06,2.06,2.06,0.3806,0.2176,0.1522,3.22,3.22,3.22,05-19
582,drive_alone,1,1,1,1,1,1,1,1,2596197,1,0,38.0,162.0,39,5,6,87500.0,0,-1,0,36.23,36.23,36.23,107.54,99.72,99.17,281.6,70.4,17.51,17.51,17.51,14.08,14.08,3.2359,1.849,1.2943,4.63,3.82,3.22,20-44
583,shared_ride_3,1,1,1,1,1,1,1,1,2596197,3,0,38.0,39.0,9,5,6,87500.0,0,-1,0,13.61,13.61,13.61,31.14,22.41,19.06,27.2,6.8,1.36,1.36,1.36,1.36,1.36,0.2514,0.1436,0.1006,3.22,3.22,3.22,05-19
584,shared_ride_3,1,1,1,1,1,1,1,1,2596197,4,0,38.0,39.0,7,5,6,87500.0,0,-1,0,13.61,13.61,13.61,31.14,22.41,19.06,27.2,6.8,1.36,1.36,1.36,1.36,1.36,0.2514,0.1436,0.1006,3.22,3.22,3.22,05-19
585,shared_ride_2,1,1,1,1,1,1,1,1,2596197,5,0,38.0,72.0,4,5,6,87500.0,0,-1,0,24.65,24.65,24.65,62.17,49.35,52.11,109.8,27.45,5.57,5.57,5.57,5.49,5.49,1.0293,0.5882,0.4117,3.22,3.22,7.24,0-04
586,walk,0,1,1,1,0,1,1,0,2596790,1,0,22.0,2.0,61,1,9,225000.0,1,999998,0,,13.61,13.61,28.97,,20.38,22.8,,,1.15,1.15,1.14,,,0.1214,0.085,3.02,,3.22,45-64
587,shared_ride_2,1,1,1,1,1,1,1,1,2598905,3,0,125.0,94.0,8,3,6,87500.0,0,-1,0,19.94,19.94,19.94,54.37,46.56,46.56,110.4,27.6,5.58,5.58,5.58,5.52,5.52,1.0312,0.5892,0.4124,3.22,3.22,3.22,05-19
588,walk_transit_walk,1,1,1,1,1,1,1,1,2601582,3,0,98.0,188.0,16,3,10,275000.0,0,-1,0,23.18,23.18,23.18,85.78,82.08,75.75,153.2,38.3,7.68,7.68,7.68,7.66,7.66,1.4192,0.8109999999999999,0.5678,3.22,5.35,5.43,05-19
589,drive_alone,1,1,1,1,1,1,1,1,2602666,1,0,159.0,170.0,46,3,5,62500.0,0,-1,0,19.06,19.06,19.06,66.91,61.98,61.98,133.6,33.4,6.68,6.68,6.68,6.68,6.68,1.2344,0.7054,0.4938,3.22,3.22,3.22,45-64
590,shared_ride_3,1,1,1,1,1,1,1,1,2603481,1,0,109.0,79.0,39,4,10,275000.0,0,-1,0,18.95,18.95,18.95,57.77,54.82,57.77,86.2,21.55,4.47,4.47,4.47,4.31,4.31,0.8261,0.472,0.3304,3.22,3.22,3.22,20-44
591,shared_ride_3,1,1,1,1,1,1,1,1,2603481,3,0,109.0,50.0,11,4,10,275000.0,0,-1,0,26.46,26.46,26.46,82.09,72.06,74.78,160.8,40.2,8.17,8.17,8.17,8.04,8.04,1.5098,0.8627,0.6039,3.22,3.22,3.22,05-19
592,shared_ride_3,1,1,1,1,1,1,1,1,2603481,4,0,109.0,50.0,8,4,10,275000.0,0,-1,0,26.46,26.46,26.46,82.09,72.06,74.78,160.8,40.2,8.17,8.17,8.17,8.04,8.04,1.5098,0.8627,0.6039,3.22,3.22,3.22,05-19
593,walk_transit_walk,1,1,1,1,1,1,1,0,2604011,2,0,109.0,5.0,38,4,5,62500.0,0,-1,0,15.41,15.41,15.41,30.74,22.97,23.26,52.4,,2.62,2.62,2.62,2.62,,0.4842,0.2767,0.1936,3.22,3.22,3.22,20-44
594,walk_transit_walk,1,1,1,1,1,1,1,0,2604011,3,0,109.0,89.0,5,4,5,62500.0,0,-1,0,26.26,26.26,26.26,77.9,67.5,70.15,155.2,,8.69,8.69,8.69,7.76,,1.6484,0.9419,0.6594,3.22,3.22,5.59,05-19
595,walk_transit_walk,1,1,1,1,1,1,1,0,2604011,4,0,109.0,72.0,4,4,5,62500.0,0,-1,0,24.19,24.19,24.19,63.21,50.85,53.18,133.6,,6.75,6.75,6.75,6.68,,1.2474,0.7128,0.4989,3.22,3.22,3.22,0-04
596,walk_transit_walk,1,1,1,1,1,1,1,1,2606291,2,0,55.0,4.0,53,3,6,87500.0,0,-1,0,33.9,33.9,33.9,76.12,72.45,63.54,236.2,59.05,11.81,11.81,11.81,11.81,11.81,2.1825,1.2472,0.873,3.22,3.22,3.22,45-64
597,walk_transit_walk,1,1,1,1,1,1,1,1,2606291,3,0,55.0,49.0,16,3,6,87500.0,0,-1,0,23.9,23.9,23.9,88.86,80.58,79.76,178.0,44.5,8.94,8.94,8.94,8.9,8.9,1.6522,0.944,0.6608,3.22,3.22,3.22,05-19
598,walk_transit_drive,1,1,1,1,1,1,1,0,2607105,1,0,93.0,16.0,54,2,9,225000.0,0,-1,0,28.31,28.31,28.31,136.81,153.58,93.44,169.2,,8.58,8.58,8.58,8.46,,1.5856,0.906,0.6343,3.22,3.98,3.22,45-64
599,walk_transit_walk,1,1,1,1,1,1,1,1,2607475,1,0,183.0,9.0,62,2,7,125000.0,0,-1,0,37.26,37.26,37.26,87.1,87.45,71.76,267.4,66.85,13.38,13.38,13.38,13.37,13.37,2.4726,1.4129,0.9891,3.22,3.22,3.22,45-64
600,drive_alone,1,1,1,1,1,1,1,1,2607861,1,0,122.0,24.0,36,3,7,125000.0,0,-1,0,26.11,26.11,26.11,70.17,68.14,78.25,165.2,41.3,9.67,9.67,9.67,8.26,8.26,1.787,1.0211,0.7148,2.82,3.22,3.22,20-44
601,shared_ride_2,1,1,1,1,1,1,1,1,2607861,3,0,122.0,99.0,4,3,7,125000.0,0,-1,0,11.02,11.02,11.02,36.66,22.89,27.65,37.2,9.3,1.9,1.9,1.9,1.86,1.86,0.3512,0.2006,0.1404,3.22,3.22,3.22,0-04
602,walk_transit_walk,1,1,1,1,1,1,1,0,2609297,1,0,63.0,19.0,32,3,7,125000.0,0,-1,0,29.36,29.36,29.36,99.36,88.65,87.66,187.4,,9.37,9.37,9.37,9.37,,1.7316,0.9895,0.6926,3.22,3.22,3.22,20-44
