observation_id,choice,availability_drive_alone,availability_shared_ride_2,availability_shared_ride_3+,availability_walk_transit_walk,availability_drive_transit_walk,availability_walk_transit_drive,availability_walk,availability_bicycle,household_id,person_id,tour_id,tour_origin_taz,primary_dest_taz,age,household_size,household_income,household_income_values,transit_subsidy,transit_subsidy_amount,cross_bay,total_travel_time_drive_alone,total_travel_time_shared_ride_2,total_travel_time_shared_ride_3+,total_travel_time_walk_transit_walk,total_travel_time_drive_transit_walk,total_travel_time_walk_transit_drive,total_travel_time_walk,total_travel_time_bicycle,total_travel_distance_drive_alone,total_travel_distance_shared_ride_2,total_travel_distance_shared_ride_3+,total_travel_distance_walk,total_travel_distance_bicycle,total_travel_cost_drive_alone,total_travel_cost_shared_ride_2,total_travel_cost_shared_ride_3+,total_travel_cost_walk_transit_walk,total_travel_cost_drive_transit_walk,total_travel_cost_walk_transit_drive,age_ctgry
244,drive_alone,1,1,1,1,1,1,1,1,1526058,1,0,171.0,133.0,62,1,7,125000.0,0,-1,0,12.96,12.96,12.96,48.06,42.11,39.44,73.2,18.3,3.66,3.66,3.66,3.66,3.66,0.6764,0.3864,0.2706,3.22,3.22,3.22,45-64
245,shared_ride_2,1,1,1,1,1,1,1,1,1527884,3,0,105.0,73.0,14,4,8,175000.0,0,-1,0,18.58,18.58,18.58,51.04,41.95,41.95,61.2,15.3,3.75,3.75,3.75,3.06,3.06,0.693,0.396,0.2772,3.22,3.22,3.22,05-19
246,shared_ride_3,1,1,1,1,1,1,1,1,1527884,4,0,105.0,138.0,13,4,8,175000.0,0,-1,0,23.75,23.75,23.75,74.01,69.2,72.53,160.8,40.2,9.49,9.49,9.49,8.04,8.04,1.7537,1.0022,0.7015,4.63,3.22,3.82,05-19
247,walk_transit_walk,1,1,1,1,1,1,1,1,1529807,2,0,65.0,41.0,35,2,7,125000.0,0,-1,0,24.56,24.56,24.56,72.44,67.04,66.54,172.4,43.1,10.24,10.24,10.24,8.62,8.62,1.8924,1.0813,0.757,3.22,3.22,3.22,20-44
248,shared_ride_3,1,1,1,1,1,1,1,0,1530254,1,0,44.0,1.0,47,3,9,225000.0,1,30,0,21.96,21.96,21.96,68.81,55.88,63.76,91.6,,5.0,5.0,5.0,4.58,,0.924,0.528,0.3696,3.22,3.22,3.22,45-64
249,walk,1,1,1,1,1,1,1,1,1531324,1,0,85.0,105.0,40,2,10,275000.0,0,-1,0,16.69,16.69,16.69,57.35,46.69,43.07,51.6,12.9,2.74,2.74,2.74,2.58,2.58,0.5064,0.2894,0.2026,3.22,3.22,3.22,20-44
250,walk_transit_walk,0,1,1,1,0,1,0,0,1537237,1,0,969.0,16.0,38,1,7,125000.0,1,6,1,,34.63,34.63,63.93,,54.33,,,,17.51,17.51,,,,3.6834,2.5784,4.98,,6.23,20-44
251,walk_transit_walk,1,1,1,1,1,1,0,0,1537473,2,0,976.0,22.0,39,2,7,125000.0,0,-1,1,33.56,33.56,33.56,66.35,66.27,66.6,,,19.26,19.26,19.26,,,6.7693,3.8682,2.7077,5.3,6.91,6.71,20-44
252,drive_alone,1,1,1,1,1,1,1,1,1537690,2,0,940.0,941.0,29,2,6,87500.0,0,-1,0,9.0,9.0,9.0,46.51,40.05,34.1,42.2,10.55,2.11,2.11,2.11,2.11,2.11,0.39,0.2228,0.156,1.61,1.61,1.61,20-44
253,bike,1,1,1,1,1,1,1,1,1538367,2,0,1022.0,1018.0,37,2,6,87500.0,0,-1,0,11.16,11.16,11.16,42.56,28.89,27.56,31.2,7.8,1.56,1.56,1.56,1.56,1.56,0.2882,0.1648,0.1154,3.02,3.22,3.02,20-44
254,shared_ride_2,1,1,1,1,1,1,0,0,1538437,1,0,1011.0,88.0,33,2,5,62500.0,0,-1,1,47.24,47.24,47.24,131.72,127.15,122.8,,,27.48,27.48,27.48,,,8.2883,4.7362,3.3153,8.64,8.64,7.63,20-44
255,walk_transit_walk,1,1,1,1,1,1,0,0,1538437,2,0,1011.0,5.0,24,2,5,62500.0,0,-1,1,52.37,52.37,45.64,88.57,79.29,79.32,,,21.52,21.52,21.5,,,7.2035,4.1163,2.8814,6.87,7.23,7.03,20-44
256,walk_transit_walk,1,1,1,1,1,1,0,0,1538602,1,0,1004.0,14.0,42,2,10,275000.0,0,-1,1,35.84,35.84,35.84,117.93,100.58,93.66,,,22.85,22.85,22.85,,,7.4327,4.2472,2.9731,8.64,8.64,8.64,20-44
257,shared_ride_2,0,1,1,1,0,1,1,0,1538800,1,0,1020.0,1019.0,30,2,7,125000.0,0,-1,0,,11.56,11.56,58.25,,41.76,33.2,,,1.66,1.66,1.66,,,0.1752,0.1228,3.22,,3.22,20-44
258,walk_transit_walk,0,1,1,1,0,1,0,0,1538800,2,0,1020.0,1.0,27,2,7,125000.0,0,-1,1,,44.67,44.67,107.76,,98.51,,,,23.48,24.35,,,,4.3138,3.084,7.27,,7.15,20-44
259,walk_transit_walk,0,1,1,1,0,1,1,1,1634275,1,0,79.0,70.0,53,1,2,17500.0,0,-1,0,,18.92,18.92,47.92,,40.6,85.4,21.35,,4.47,4.47,4.27,4.27,,0.472,0.3304,3.22,,3.22,45-64
260,walk,1,1,1,0,0,0,1,0,1634500,1,0,17.0,17.0,25,1,6,87500.0,0,-1,0,11.88,11.88,11.88,,,,11.6,,0.58,0.58,0.58,0.58,,0.1072,0.0612,0.0428,,,,20-44
261,walk,1,1,1,0,0,0,1,0,1634500,1,1,17.0,17.0,25,1,6,87500.0,0,-1,0,11.88,11.88,11.88,,,,11.6,,0.58,0.58,0.58,0.58,,0.1072,0.0612,0.0428,,,,20-44
262,drive_alone,1,1,1,1,1,1,1,0,1634626,1,0,111.0,142.0,67,1,5,62500.0,0,-1,0,12.51,12.51,12.51,52.2,41.94,42.34,65.2,,3.26,3.26,3.26,3.26,,0.6024,0.3442,0.241,3.22,3.22,3.22,65+
263,walk_transit_walk,0,1,1,1,0,1,1,0,1634627,2,0,113.0,8.0,28,2,2,17500.0,0,-1,0,,18.91,18.91,58.13,,45.55,108.4,,,5.67,5.67,5.42,,,0.5988,0.4192,3.22,,3.22,20-44
264,bike,1,1,1,1,1,1,1,1,1634709,1,0,28.0,16.0,29,2,10,275000.0,0,-1,0,17.41,17.41,17.41,41.09,26.11,28.96,53.8,13.45,2.7,2.7,2.7,2.69,2.69,0.499,0.2851,0.1996,3.22,3.22,3.22,20-44
265,bike,0,1,1,1,0,1,1,1,1635428,1,0,104.0,24.0,28,2,7,125000.0,1,800,0,,24.4,24.4,54.96,,78.28,119.2,29.8,,6.08,6.08,5.96,5.96,,0.6421,0.4494,3.22,,3.22,20-44
266,walk_transit_walk,0,1,1,1,0,1,1,1,1635428,2,0,104.0,106.0,29,2,7,125000.0,0,-1,0,,13.22,13.22,40.06,,35.5,34.0,8.5,,1.7,1.7,1.7,1.7,,0.1796,0.1256,3.22,,3.22,20-44
267,walk_transit_walk,1,1,1,1,1,1,1,1,1635437,1,0,97.0,1.0,31,2,8,175000.0,0,-1,0,27.3,27.3,27.3,58.87,55.53,68.37,152.6,38.15,7.73,7.73,7.73,7.63,7.63,1.4285,0.8163,0.5714,3.22,3.22,3.22,20-44
268,drive_alone,1,1,1,1,1,1,1,0,1635851,1,0,80.0,133.0,67,1,7,125000.0,0,-1,0,24.38,24.38,24.38,88.16,84.22,80.43,158.0,,9.82,9.82,9.82,7.9,,1.8148,1.037,0.7259,4.63,3.82,3.22,65+
269,drive_alone,1,1,1,1,1,1,1,1,1636178,1,0,62.0,15.0,40,3,8,175000.0,0,-1,0,30.63,30.63,30.63,72.34,62.35,63.5,195.4,48.85,9.84,9.84,9.84,9.77,9.77,1.8184,1.0392,0.7274,3.22,3.22,3.22,20-44
270,shared_ride_2,1,1,1,1,1,1,1,1,1636178,2,0,62.0,9.0,45,3,8,175000.0,0,-1,0,25.32,25.32,25.32,72.78,59.85,59.65,150.8,37.7,7.61,7.61,7.61,7.54,7.54,1.4063,0.8036,0.5625,4.63,3.22,3.22,45-64
271,shared_ride_2,1,1,1,1,1,1,1,1,1636178,3,0,62.0,59.0,9,3,8,175000.0,0,-1,0,12.51,12.51,12.51,32.89,24.22,24.22,60.8,15.2,3.04,3.04,3.04,3.04,3.04,0.5618,0.321,0.2248,3.22,3.22,3.22,05-19
272,drive_alone,1,1,1,1,1,1,1,1,1636280,1,0,181.0,91.0,999,3,99,117480.978261,0,-1,0,24.76,24.76,24.76,95.39,94.47,75.9,155.2,38.8,7.76,7.76,7.76,7.76,7.76,1.4340000000000002,0.8194,0.5736,3.22,3.22,3.22,65+
273,walk_transit_walk,1,1,1,1,1,1,1,0,1636314,2,0,91.0,15.0,31,2,5,62500.0,1,999999,0,30.63,30.63,30.63,85.2,85.75,82.51,181.6,,9.31,9.31,9.31,9.08,,1.7205,0.9831,0.6882,3.22,3.98,3.22,20-44
274,walk_transit_walk,1,1,1,1,1,1,1,1,1636735,1,0,133.0,12.0,50,1,7,125000.0,0,-1,0,24.94,24.94,24.94,66.97,73.46,85.58,210.4,52.6,12.27,12.27,12.27,10.52,10.52,2.2675,1.2957,0.907,2.82,3.22,4.43,45-64
275,bike,1,1,1,1,1,1,1,1,1675891,1,0,944.0,971.0,51,2,8,175000.0,0,-1,0,15.92,15.92,15.92,59.43,50.22,36.5,60.0,15.0,3.26,3.26,3.26,3.0,3.0,0.6024,0.3443,0.2409,3.22,3.02,3.22,45-64
276,bike,1,1,1,1,1,1,1,1,1675891,2,0,944.0,971.0,52,2,8,175000.0,0,-1,0,15.92,15.92,15.92,59.43,50.22,36.5,60.0,15.0,3.26,3.26,3.26,3.0,3.0,0.6024,0.3443,0.2409,3.22,3.02,3.22,45-64
277,drive_alone,1,1,1,1,1,1,1,1,1676881,2,0,1013.0,1015.0,48,4,6,87500.0,0,-1,0,7.26,7.26,7.26,37.25,31.3,31.3,33.6,8.4,1.68,1.68,1.68,1.68,1.68,0.3104,0.1774,0.1242,3.22,3.22,3.22,45-64
278,walk,1,1,1,1,1,1,1,1,1676881,3,0,1013.0,977.0,12,4,6,87500.0,0,-1,0,15.85,15.85,15.85,57.03,47.44,41.56,113.2,28.3,5.66,5.66,5.66,5.66,5.66,1.046,0.5976,0.4184,3.22,3.02,3.22,05-19
279,walk_transit_walk,1,1,1,1,1,1,1,0,1678831,1,0,77.0,5.0,56,2,5,62500.0,0,-1,0,16.45,16.45,16.45,33.07,29.84,28.48,58.6,,2.94,2.94,2.94,2.93,,0.5434,0.3104,0.2174,3.22,3.22,3.22,45-64
280,walk,1,1,1,1,1,1,1,1,1679352,1,0,84.0,53.0,50,3,8,175000.0,0,-1,0,19.79,19.79,19.79,49.73,35.66,36.01,97.2,24.3,4.87,4.87,4.87,4.86,4.86,0.9,0.5143,0.36,3.22,3.22,3.22,45-64
281,shared_ride_2,1,1,1,1,1,1,1,1,1679352,3,0,84.0,116.0,11,3,8,175000.0,0,-1,0,21.44,21.44,21.44,57.43,44.53,44.53,82.4,20.6,4.19,4.19,4.19,4.12,4.12,0.7743,0.4425,0.3097,3.22,3.22,3.22,05-19
282,bike,1,1,1,1,1,1,1,1,1679732,2,0,104.0,116.0,31,3,6,87500.0,0,-1,0,14.43,14.43,14.43,37.7,29.71,29.53,48.0,12.0,2.4,2.4,2.4,2.4,2.4,0.4436,0.2534,0.1774,3.22,3.22,3.22,20-44
283,drive_transit_walk,1,1,1,1,1,1,0,0,1682221,2,0,1001.0,21.0,35,3,7,125000.0,1,999998,1,33.36,33.36,33.36,113.41,96.53,102.19,,,19.97,19.97,20.14,,,6.9004,3.9431,2.7727,8.28,7.23,7.03,20-44
284,bike,0,1,1,1,0,1,1,1,1682859,1,0,68.0,5.0,62,1,2,17500.0,0,-1,0,,24.67,24.67,53.64,,41.08,136.0,34.0,,7.0,7.0,6.8,6.8,,0.7392,0.5174,3.22,,3.22,45-64
285,walk,0,1,1,0,0,0,1,0,1683097,1,0,5.0,5.0,60,2,1,5000.0,0,-1,0,,12.04,12.04,,,,8.0,,,0.4,0.4,0.4,,,0.0422,0.0296,,,,45-64
286,walk,1,1,1,1,1,1,1,1,1684359,1,0,88.0,69.0,57,2,5,62500.0,1,65,0,10.89,10.89,10.89,55.88,51.9,51.9,31.2,7.8,1.56,1.56,1.56,1.56,1.56,0.2882,0.1648,0.1154,3.22,3.22,3.22,45-64
287,walk_transit_walk,1,1,1,1,1,1,1,0,1684637,2,0,97.0,46.0,65,2,7,125000.0,0,-1,0,23.88,23.88,23.88,73.2,65.46,62.61,130.6,,6.64,6.64,6.64,6.53,,1.2271,0.7012,0.4908,4.43,5.39,4.43,65+
288,walk_transit_walk,1,1,1,1,1,1,0,0,1687430,1,0,1022.0,107.0,999,1,8,175000.0,0,-1,1,38.3,38.3,38.3,124.5,123.04,126.91,,,25.04,25.04,25.18,,,7.8374,4.4785,3.1453,6.1,7.63,7.51,65+
289,walk,1,1,1,1,1,1,1,1,1688281,3,0,976.0,974.0,14,3,99,117480.978261,0,-1,0,9.76,9.76,9.76,55.51,34.36,37.51,42.4,10.6,2.12,2.12,2.12,2.12,2.12,0.3918,0.2238,0.1568,3.22,3.22,3.02,05-19
290,walk,1,1,1,1,1,1,1,1,1688654,3,0,99.0,100.0,6,4,7,125000.0,0,-1,0,9.79,9.79,9.79,34.81,21.61,21.33,14.4,3.6,0.72,0.72,0.72,0.72,0.72,0.133,0.076,0.0532,3.22,3.22,3.22,05-19
291,walk_transit_walk,0,1,1,1,0,1,1,0,1688907,1,0,36.0,82.0,57,1,2,17500.0,0,-1,0,,25.59,25.59,51.21,,62.63,114.4,,,6.34,6.34,5.72,,,0.6695,0.4686,7.24,,5.59,45-64
292,walk_transit_walk,0,1,1,1,0,1,1,1,1689107,1,0,88.0,185.0,32,2,98,117480.978261,0,-1,0,,22.21,22.21,51.7,,44.88,135.2,33.8,,6.98,6.98,6.76,6.76,,0.737,0.516,3.22,,3.22,20-44
293,walk_transit_walk,0,1,1,1,0,1,0,0,1689107,2,0,88.0,1019.0,33,2,98,117480.978261,0,-1,1,,56.82,56.82,146.79,,157.12,,,,29.81,29.81,,,,5.9075,3.0098,11.62,,10.09,20-44
294,walk_transit_walk,1,1,1,1,1,1,1,1,1689890,1,0,104.0,4.0,60,2,7,125000.0,0,-1,0,22.02,22.02,22.02,38.16,43.49,67.38,99.6,24.9,5.1,5.1,5.1,4.98,4.98,0.9424,0.5386,0.377,3.22,3.98,3.22,45-64
295,walk_transit_walk,1,1,1,1,1,1,0,0,1690633,1,0,987.0,11.0,33,2,5,62500.0,0,-1,1,29.9,29.9,29.9,63.68,49.87,51.3,,,18.44,18.44,18.44,,,6.6177,3.7816,2.6471,4.66,6.27,6.07,20-44
296,walk_transit_walk,1,1,1,1,1,1,0,0,1690633,2,0,987.0,20.0,39,2,5,62500.0,0,-1,1,29.58,29.58,29.58,76.37,65.14,60.73,,,18.7,18.7,18.7,,,6.6658,3.809,2.6663,4.66,6.27,6.07,20-44
297,walk_transit_walk,1,1,1,1,1,1,1,1,1692386,1,0,82.0,9.0,53,4,8,175000.0,1,72,0,15.93,15.93,15.93,28.07,29.4,31.09,55.2,13.8,2.77,2.77,2.77,2.76,2.76,0.5119,0.2925,0.2048,3.22,3.22,3.22,45-64
298,drive_alone,1,1,1,1,1,1,1,1,1692386,3,0,82.0,129.0,21,4,8,175000.0,0,-1,0,18.38,18.38,18.38,61.47,51.91,49.94,91.6,22.9,5.42,5.42,5.42,4.58,4.58,1.0016,0.5724,0.4006,3.22,3.22,3.22,20-44
299,walk,1,1,1,1,1,1,1,1,1692386,3,1,82.0,84.0,21,4,8,175000.0,0,-1,0,11.7,11.7,11.7,36.12,28.74,29.36,20.4,5.1,1.02,1.02,1.02,1.02,1.02,0.1884,0.1078,0.0754,3.22,3.22,3.22,20-44
300,shared_ride_2,1,1,1,1,1,1,1,1,1695310,2,0,113.0,133.0,7,2,1,5000.0,0,-1,0,17.24,17.24,17.24,114.78,94.03,91.57,146.8,36.7,7.53,7.53,7.53,7.34,7.34,1.3916,0.7951,0.5566,3.22,3.82,3.22,05-19
301,shared_ride_2,1,1,1,1,1,1,1,1,1696229,3,0,1003.0,1018.0,17,3,7,125000.0,0,-1,0,14.75,14.75,14.75,29.27,24.51,24.51,59.2,14.8,2.96,2.96,2.96,2.96,2.96,0.547,0.3126,0.2188,3.22,3.22,3.22,05-19
302,bike,1,1,1,1,1,1,1,1,1697060,1,0,1016.0,968.0,41,4,8,175000.0,1,45,0,28.93,28.93,28.93,69.16,71.0,58.37,198.8,49.7,10.44,10.44,10.44,9.94,9.94,1.9293,1.1025,0.7717,2.82,3.02,2.82,20-44
303,bike,1,1,1,1,1,1,1,1,1697060,2,0,1016.0,1010.0,41,4,8,175000.0,0,-1,0,15.46,15.46,15.46,71.5,59.6,59.6,83.6,20.9,4.18,4.18,4.18,4.18,4.18,0.7724,0.4414,0.309,4.43,3.02,3.02,20-44
304,bike,1,1,1,1,1,1,1,1,1697060,3,0,1016.0,1025.0,11,4,8,175000.0,0,-1,0,11.46,11.46,11.46,49.39,34.94,36.13,66.8,16.7,3.34,3.34,3.34,3.34,3.34,0.6172,0.3528,0.2468,3.22,3.22,3.02,05-19
305,drive_alone,1,1,1,1,1,1,1,0,1697807,2,0,51.0,2.0,64,2,10,275000.0,0,-1,0,23.99,23.99,23.99,67.81,60.22,61.35,122.2,,6.67,6.67,6.67,6.11,,1.2326,0.7044,0.493,3.22,3.22,3.22,45-64
306,bike,1,1,1,1,1,1,1,1,1699613,1,0,1017.0,1004.0,61,2,6,87500.0,0,-1,0,16.6,16.6,16.6,85.4,53.06,72.41,99.2,24.8,5.05,5.05,5.05,4.96,4.96,0.9332,0.5333,0.3733,3.22,3.22,3.22,45-64
307,drive_alone,1,1,1,1,1,1,1,1,1701370,2,0,11.0,69.0,46,2,9,225000.0,0,-1,0,20.64,20.64,20.64,61.07,50.2,50.2,98.0,24.5,4.91,4.91,4.91,4.9,4.9,0.9073,0.5185,0.3629,3.22,3.22,3.22,45-64
308,shared_ride_3,0,1,1,1,0,1,1,1,1701903,1,0,88.0,75.0,61,1,6,87500.0,0,-1,0,,20.86,20.86,52.38,,52.92,99.8,24.95,,5.19,5.19,4.99,4.99,,0.5481,0.3836,3.22,,3.22,45-64
309,shared_ride_3,1,1,1,1,1,1,1,1,1702556,4,0,160.0,134.0,3,4,7,125000.0,0,-1,0,10.18,10.18,10.18,44.14,29.69,29.69,41.2,10.3,2.06,2.06,2.06,2.06,2.06,0.3806,0.2176,0.1522,3.22,3.22,3.22,0-04
310,bike,1,1,1,1,1,1,1,1,1705593,1,0,1016.0,974.0,39,2,7,125000.0,0,-1,0,21.8,21.8,21.8,101.77,71.95,77.92,160.8,40.2,8.16,8.16,8.16,8.04,8.04,1.508,0.8616,0.6032,4.63,4.23,3.22,20-44
311,bike,1,1,1,1,1,1,1,1,1705593,2,0,1016.0,971.0,42,2,7,125000.0,1,999998,0,27.37,27.37,27.37,71.49,63.15,62.14,189.2,47.3,9.46,9.46,9.46,9.46,9.46,1.7482,0.999,0.6992,2.82,3.02,3.02,20-44
312,shared_ride_2,1,1,1,1,1,1,1,1,1705606,2,0,982.0,988.0,16,2,3,25000.0,0,-1,0,12.6,12.6,12.6,78.32,57.01,54.52,65.2,16.3,3.38,3.38,3.38,3.26,3.26,0.6246,0.35700000000000004,0.2498,4.82,4.82,4.62,05-19
313,walk,1,1,1,1,1,1,1,1,1706178,2,0,45.0,47.0,999,2,5,62500.0,0,-1,0,16.31,16.31,16.31,44.84,35.33,36.68,32.0,8.0,1.6,1.6,1.6,1.6,1.6,0.2956,0.16899999999999998,0.1182,3.22,3.22,3.22,65+
314,walk,1,1,1,1,1,1,1,1,1709916,1,0,22.0,4.0,41,4,6,87500.0,0,-1,0,14.23,14.23,14.23,20.51,14.0,15.57,26.8,6.7,1.34,1.34,1.34,1.34,1.34,0.2477,0.1415,0.0991,3.02,3.22,3.22,20-44
315,walk,1,1,1,1,1,1,1,1,1709916,1,1,22.0,4.0,41,4,6,87500.0,0,-1,0,14.21,14.21,14.21,22.09,17.31,13.79,26.8,6.7,1.34,1.34,1.34,1.34,1.34,0.2477,0.1415,0.0991,3.22,3.22,3.22,20-44
316,walk,1,1,1,1,1,1,1,1,1709916,2,0,22.0,11.0,38,4,6,87500.0,0,-1,0,17.41,17.41,17.41,34.42,24.29,24.36,56.6,14.15,2.89,2.89,2.89,2.83,2.83,0.5341,0.3051,0.2136,3.02,3.22,3.22,20-44
317,walk_transit_walk,0,1,1,1,0,1,0,0,1709980,1,0,977.0,22.0,30,2,7,125000.0,0,-1,1,,32.36,32.36,77.95,,73.38,,,,17.92,17.92,,,,3.7266,2.6086,5.3,,6.71,20-44
318,walk_transit_walk,1,1,1,1,1,1,1,0,1710214,1,0,64.0,16.0,47,3,5,62500.0,0,-1,0,30.83,30.83,30.83,67.67,57.17,57.64,188.6,,9.67,9.67,9.67,9.43,,1.7593,1.0053,0.7037,3.22,3.22,3.22,45-64
319,shared_ride_2,1,1,1,1,1,1,1,0,1710214,3,0,64.0,75.0,5,3,5,62500.0,0,-1,0,22.39,22.39,22.39,57.54,49.38,48.19,128.2,,6.61,6.61,6.61,6.41,,1.2215,0.6981,0.4886,3.22,3.22,3.22,05-19
320,walk,1,1,1,1,1,1,1,1,1710974,1,0,1009.0,1018.0,46,2,6,87500.0,0,-1,0,11.04,11.04,11.04,34.71,27.4,27.4,34.0,8.5,1.72,1.72,1.72,1.7,1.7,0.3179,0.1817,0.1271,3.22,3.22,3.22,45-64
321,drive_alone,1,1,1,1,1,1,1,1,1712365,2,0,910.0,971.0,60,2,5,62500.0,0,-1,0,25.32,25.32,25.32,106.78,82.03,65.37,186.2,46.55,9.47,9.47,9.47,9.31,9.31,1.7501,1.0,0.7,3.21,4.62,1.41,45-64
322,walk_transit_walk,1,1,1,1,1,1,1,1,1712703,1,0,35.0,21.0,64,2,6,87500.0,0,-1,0,18.71,18.71,18.71,43.27,33.1,30.26,63.4,15.85,3.19,3.19,3.19,3.17,3.17,0.5895,0.3368,0.2358,5.63,5.63,3.22,45-64
323,drive_alone,1,1,1,1,1,1,1,1,1713409,2,0,937.0,1018.0,59,3,7,125000.0,0,-1,0,30.14,30.14,30.14,107.32,99.5,80.48,244.0,61.0,11.96,11.96,11.96,12.2,12.2,2.2102,1.263,0.8841,3.22,3.02,3.02,45-64
324,walk_transit_walk,1,1,1,1,1,1,0,0,1713693,1,0,972.0,2.0,62,1,8,175000.0,0,-1,1,33.39,33.39,33.39,92.43,82.41,81.01,,,20.85,20.85,20.85,,,7.0631,4.0361,2.8252,8.0,7.47,8.0,45-64
325,drive_alone,1,1,1,1,1,1,1,1,1713709,2,0,1016.0,1021.0,43,4,7,125000.0,0,-1,0,13.77,13.77,13.77,56.07,37.49,37.5,64.4,16.1,3.22,3.22,3.22,3.22,3.22,0.595,0.34,0.238,2.82,2.82,2.82,20-44
326,drive_alone,1,1,1,1,1,1,1,1,1713830,1,0,69.0,74.0,54,2,8,175000.0,0,-1,0,13.58,13.58,13.58,43.31,31.24,31.24,45.2,11.3,2.26,2.26,2.26,2.26,2.26,0.4176,0.2386,0.16699999999999998,3.22,3.22,3.22,45-64
327,bike,1,1,1,1,1,1,1,1,1713830,2,0,69.0,107.0,60,2,8,175000.0,0,-1,0,21.31,21.31,21.31,81.5,64.17,66.86,103.6,25.9,5.69,5.69,5.69,5.18,5.18,1.0515,0.6009,0.4206,3.22,3.82,3.22,45-64
328,drive_alone,1,1,1,1,1,1,1,0,1715651,3,0,144.0,19.0,41,3,7,125000.0,0,-1,0,21.26,21.26,21.26,96.03,78.5,77.23,141.4,,8.1,8.1,8.1,7.07,,1.4969,0.8554,0.5988,3.22,3.22,3.22,20-44
329,drive_alone,1,1,1,1,1,1,1,1,1716890,1,0,17.0,101.0,58,2,10,275000.0,0,-1,0,23.17,23.17,23.17,74.18,62.86,62.86,108.8,27.2,6.12,6.12,6.12,5.44,5.44,1.131,0.6463,0.4523,5.84,3.22,3.22,45-64
330,drive_alone,1,1,1,1,1,1,0,0,1716890,2,0,17.0,973.0,56,2,10,275000.0,0,-1,1,32.76,32.76,32.76,112.45,96.51,93.0,,,18.92,18.92,18.87,,,8.3164,4.7522,2.1989,8.32,8.32,8.32,45-64
331,walk_transit_walk,1,1,1,1,1,1,1,0,1718206,1,0,97.0,9.0,50,1,5,62500.0,0,-1,0,20.53,20.53,20.53,56.07,56.04,66.61,100.4,,5.13,5.13,5.13,5.02,,0.948,0.5417,0.3792,3.02,3.98,4.43,45-64
332,walk_transit_walk,0,1,1,1,0,1,1,0,1719403,2,0,17.0,9.0,62,2,5,62500.0,0,-1,0,,19.97,19.97,54.7,,50.36,78.8,,,4.25,4.25,3.94,,,0.4488,0.3142,3.22,,3.22,45-64
333,drive_alone,1,1,1,1,1,1,1,0,1720106,2,0,103.0,24.0,53,2,7,125000.0,0,-1,0,25.18,25.18,25.18,71.1,60.97,85.03,132.4,,6.76,6.76,6.76,6.62,,1.2493,0.7139,0.4997,3.22,3.98,3.22,45-64
334,drive_alone,1,1,1,1,1,1,1,0,1723134,2,0,57.0,20.0,46,2,4,42500.0,0,-1,0,31.61,31.61,31.61,100.0,77.81,82.51,215.6,,10.85,10.85,10.85,10.78,,2.0051,1.1458,0.8021,4.63,3.98,3.22,45-64
335,walk,1,1,1,1,1,1,1,0,1726028,1,0,14.0,24.0,44,2,10,275000.0,0,-1,0,14.67,14.67,14.67,26.94,16.2,14.02,31.0,,1.56,1.56,1.56,1.55,,0.2883,0.1648,0.1153,3.22,3.22,3.22,20-44
336,walk,1,1,1,1,1,1,1,0,1726028,2,0,14.0,4.0,50,2,10,275000.0,0,-1,0,13.29,13.29,13.29,15.59,9.05,10.23,17.8,,0.89,0.89,0.89,0.89,,0.1719,0.0982,0.0688,3.02,3.22,3.22,45-64
337,walk,1,1,1,1,1,1,1,1,1726579,2,0,53.0,175.0,40,3,99,117480.978261,0,-1,0,13.57,13.57,13.57,41.61,30.84,30.42,66.8,16.7,3.36,3.36,3.36,3.34,3.34,0.621,0.3548,0.2484,3.22,3.22,3.22,20-44
338,drive_alone,1,1,1,1,1,1,1,0,1728891,1,0,942.0,900.0,57,1,5,62500.0,0,-1,0,24.45,24.45,24.45,137.19,108.89,107.79,254.0,,12.41,12.41,12.41,12.7,,2.2934,1.3105,0.9173,1.61,4.43,4.63,45-64
339,drive_alone,1,1,1,1,1,1,0,0,1728988,2,0,97.0,42.0,42,4,7,125000.0,0,-1,0,28.85,28.85,28.85,136.86,125.55,140.53,,,16.39,16.39,16.39,,,3.0289,1.7307,1.2115,4.43,5.39,4.43,20-44
340,shared_ride_2,1,1,1,1,1,1,1,1,1729325,1,0,940.0,880.0,34,3,6,87500.0,0,-1,0,25.83,25.83,25.83,149.2,128.63,131.07,326.6,81.65,17.86,17.86,17.86,16.33,16.33,3.3005,1.886,1.3202,4.43,4.83,3.02,20-44
341,walk_transit_walk,0,1,1,1,0,1,1,0,1730603,1,0,34.0,77.0,58,1,5,62500.0,1,72,0,,15.95,15.95,45.83,,35.6,59.2,,,3.06,3.06,2.96,,,0.3231,0.2262,3.22,,3.22,45-64
342,shared_ride_2,1,1,1,1,1,1,1,1,1731876,1,0,179.0,16.0,55,2,8,175000.0,0,-1,0,41.82,41.82,41.82,122.8,110.86,99.27,298.8,74.7,15.04,15.04,15.04,14.94,14.94,2.7794,1.5882,1.1118,3.22,3.98,3.22,45-64
343,walk_transit_walk,0,1,1,1,0,1,1,0,1732227,1,0,89.0,16.0,65,1,6,87500.0,0,-1,0,,28.64,28.64,76.0,,77.01,162.8,,,8.52,8.52,8.14,,,0.8997,0.6298,3.22,,3.22,65+
