INDEX,OPR_DT,OPR_HR,MWh
355,2016-03-15,21,1253.23496
356,2016-03-15,22,1282.21157
357,2016-03-15,23,1037.89682
358,2016-03-15,24,796.40526
359,2016-03-16,1,487.08662
360,2016-03-16,2,249.5549
361,2016-03-16,3,144.13112
362,2016-03-16,4,139.82011
363,2016-03-16,5,107.47274
364,2016-03-16,6,92.71598
365,2016-03-16,7,103.59036
366,2016-03-16,8,106.52976
367,2016-03-16,9,115.77298
368,2016-03-16,10,144.91666
369,2016-03-16,11,227.6842
370,2016-03-16,12,310.05151
371,2016-03-16,13,318.0176
372,2016-03-16,14,253.67544
373,2016-03-16,15,168.07406
374,2016-03-16,16,122.95883
375,2016-03-16,17,75.16089
376,2016-03-16,18,51.71248
377,2016-03-16,19,43.24917
378,2016-03-16,20,40.50802
379,2016-03-16,21,46.68818
380,2016-03-16,22,52.19293
381,2016-03-16,23,73.09286
382,2016-03-16,24,99.30211
383,2016-03-17,1,121.70049
384,2016-03-17,2,145.36555
385,2016-03-17,3,154.97911
386,2016-03-17,4,152.05092
387,2016-03-17,5,148.57909
388,2016-03-17,6,128.4188
389,2016-03-17,7,165.71165
390,2016-03-17,8,236.13876
391,2016-03-17,9,214.43032
392,2016-03-17,10,91.35404
393,2016-03-17,11,71.40332
394,2016-03-17,12,62.70302
395,2016-03-17,13,87.86205
396,2016-03-17,14,141.75552
397,2016-03-17,15,261.90237
398,2016-03-17,16,722.76347
399,2016-03-17,17,1248.31454
400,2016-03-17,18,1409.45504
401,2016-03-17,19,1222.69112
402,2016-03-17,20,1412.11666
403,2016-03-17,21,1581.56558
404,2016-03-17,22,1668.36451
405,2016-03-17,23,1878.8752
406,2016-03-17,24,1691.14205
407,2016-03-18,1,1585.54273
408,2016-03-18,2,1565.38011
409,2016-03-18,3,1681.91682
410,2016-03-18,4,1585.26652
411,2016-03-18,5,1446.36625
412,2016-03-18,6,1407.43238
413,2016-03-18,7,1180.15879
414,2016-03-18,8,876.37936
415,2016-03-18,9,692.52388
416,2016-03-18,10,462.63631
417,2016-03-18,11,360.94963
418,2016-03-18,12,213.3705
419,2016-03-18,13,207.50307
420,2016-03-18,14,254.62277
421,2016-03-18,15,165.82064
422,2016-03-18,16,434.87532
423,2016-03-18,17,1353.51921
424,2016-03-18,18,1563.84768
425,2016-03-18,19,1904.70509
426,2016-03-18,20,1983.54324
427,2016-03-18,21,2092.24303
428,2016-03-18,22,2098.18382
429,2016-03-18,23,1773.13962
430,2016-03-18,24,1595.17805
431,2016-03-19,1,1583.46295
432,2016-03-19,2,1690.31823
433,2016-03-19,3,1756.48063
434,2016-03-19,4,1690.57629
435,2016-03-19,5,1727.03971
436,2016-03-19,6,1397.50167
437,2016-03-19,7,1262.40181
438,2016-03-19,8,1033.41137
439,2016-03-19,9,785.314
440,2016-03-19,10,515.12552
441,2016-03-19,11,317.58777
442,2016-03-19,12,183.49971
443,2016-03-19,13,185.90794
444,2016-03-19,14,303.34446
445,2016-03-19,15,444.60211
446,2016-03-19,16,754.45829
447,2016-03-19,17,999.41069
448,2016-03-19,18,1135.41171
449,2016-03-19,19,1643.7521
450,2016-03-19,20,2008.81675
451,2016-03-19,21,2107.32696
452,2016-03-19,22,1716.89443
453,2016-03-19,23,1503.99441
454,2016-03-19,24,1660.94574
455,2016-03-20,1,1470.05327
456,2016-03-20,2,1414.85002
457,2016-03-20,3,1251.06108
458,2016-03-20,4,1074.20781
459,2016-03-20,5,1154.31362
460,2016-03-20,6,1122.03405
461,2016-03-20,7,1064.60306
462,2016-03-20,8,895.65916
463,2016-03-20,9,742.71023
464,2016-03-20,10,603.55113
465,2016-03-20,11,458.38086
